task_id,trial_id,input,target
70,15,"[-0.13054180145263672, 1.041616678237915, 0.2705151438713074, -0.890640139579773]",0.0
70,16,"[0.9329867959022522, -1.392138123512268, -2.6608877182006836, -1.875064730644226]",1.0
70,17,"[0.15880566835403442, -2.901811122894287, 2.2671959400177, -0.9307422041893005]",1.0
70,18,"[1.1602829694747925, -0.35914134979248047, 0.6341150403022766, 0.5978577733039856]",0.0
70,19,"[-0.1843896508216858, 0.7713216543197632, 0.9309828281402588, 0.07733690738677979]",0.0
71,0,"[2.0827503204345703, -0.9101271629333496, -1.872519612312317, -3.1362180709838867]",0.0
71,1,"[-0.01505732536315918, 1.181427001953125, -0.16953715682029724, -1.053727626800537]",1.0
71,2,"[-2.090578079223633, 0.1609601527452469, -0.2889501452445984, -0.9031748175621033]",1.0
71,3,"[-0.5251932740211487, 0.806892454624176, -1.2590888738632202, -0.6956969499588013]",1.0
71,4,"[-0.9188159704208374, -0.4201185405254364, -1.8564438819885254, -2.2531161308288574]",1.0
71,5,"[-0.13596028089523315, 0.8766641616821289, -1.2423927783966064, -1.5237765312194824]",1.0
71,6,"[1.500390887260437, -0.7738909721374512, -0.15391027927398682, -1.2436275482177734]",0.0
71,7,"[-1.205820083618164, 0.5739803314208984, -0.25934791564941406, 0.48837459087371826]",1.0
71,8,"[1.3210761547088623, 1.9556024074554443, 0.48552533984184265, 0.7569224834442139]",1.0
71,9,"[-0.3645480275154114, -1.3785078525543213, -0.7610949873924255, -0.5643815994262695]",0.0
71,10,"[-1.048713207244873, 3.2441372871398926, -1.9180538654327393, 0.22452163696289062]",1.0
71,11,"[-2.791259765625, 0.5865302085876465, 0.5151426792144775, -0.027445785701274872]",1.0
71,12,"[-0.26374149322509766, -1.7125422954559326, 1.0131864547729492, 0.4075917899608612]",0.0
71,13,"[2.782764196395874, 0.4736126959323883, 4.549017906188965, 4.845828056335449]",0.0
71,14,"[1.3709958791732788, -1.2562270164489746, 1.456429362297058, 1.099423885345459]",0.0
71,15,"[-0.5839506983757019, 1.3953956365585327, -1.802527904510498, -1.1866755485534668]",1.0
71,16,"[2.709625005722046, 0.7488604784011841, 0.6508689522743225, 1.8898797035217285]",0.0
71,17,"[-0.19360463321208954, 1.073646068572998, 0.8333121538162231, 1.5821704864501953]",1.0
71,18,"[2.0009143352508545, -0.9634603261947632, 2.4099409580230713, 2.0416178703308105]",0.0
71,19,"[1.0401641130447388, -0.15861962735652924, 2.4790449142456055, 0.342057466506958]",1.0
72,0,"[1.7361540794372559, 0.7719717025756836, -0.4976484179496765, 0.2352203130722046]",0.0
72,1,"[-0.9847239255905151, -0.07443270087242126, 0.1593671590089798, 0.08762389421463013]",0.0
72,2,"[-1.416952133178711, 1.6535792350769043, -2.40063738822937, 0.8894290924072266]",0.0
72,3,"[-0.09411096572875977, 1.341310739517212, -2.659956693649292, 0.2554727792739868]",0.0
72,4,"[1.8999384641647339, -0.15555435419082642, 0.43566733598709106, -0.47095197439193726]",1.0
72,5,"[1.5446233749389648, -1.162817120552063, -0.04666745662689209, 0.37453359365463257]",1.0
72,6,"[1.7582541704177856, 1.8045556545257568, -1.919737458229065, -1.554193139076233]",0.0
72,7,"[-0.8387491703033447, -2.5724716186523438, -0.3892660140991211, -2.2162318229675293]",1.0
72,8,"[2.169891119003296, 2.46376895904541, -2.4156603813171387, -0.3660355806350708]",0.0
72,9,"[0.96372389793396, 0.47372591495513916, 1.2035505771636963, 1.3201115131378174]",1.0
72,10,"[-0.1712457537651062, -0.3985311985015869, 0.5099775791168213, 0.06451869010925293]",1.0
72,11,"[-0.7331531047821045, -0.9341696500778198, 1.3078429698944092, -0.5734494924545288]",1.0
72,12,"[2.2879395484924316, -2.725980520248413, -0.3642909824848175, -1.4392894506454468]",1.0
72,13,"[-0.62325119972229, 0.9210200905799866, 0.12717470526695251, -0.7134943008422852]",0.0
72,14,"[1.3913871049880981, -1.8730322122573853, 1.0326063632965088, -2.3635201454162598]",1.0
72,15,"[0.3245193660259247, -0.5236160755157471, -0.9959232807159424, 0.3233011066913605]",0.0
72,16,"[-1.7368942499160767, 0.9523863792419434, -1.7070744037628174, 0.3777357339859009]",0.0
72,17,"[2.2373147010803223, -3.075896739959717, 1.6576696634292603, -1.029123306274414]",1.0
72,18,"[1.6080288887023926, 0.7381389141082764, -3.24957275390625, -0.5513806343078613]",0.0
72,19,"[0.3447783589363098, 1.5579495429992676, -1.8426618576049805, -1.8690457344055176]",0.0
73,0,"[1.3171534538269043, 0.04917424917221069, -1.81492280960083, 0.08339476585388184]",0.0
73,1,"[1.1700465679168701, 2.5533387660980225, -3.1257951259613037, -3.1539840698242188]",0.0
73,2,"[1.7252352237701416, 1.0907095670700073, -1.947701334953308, 0.9276303052902222]",0.0
73,3,"[0.9370254278182983, -1.0225458145141602, -0.973491370677948, -0.544467568397522]",0.0
73,4,"[3.263627529144287, 1.8552628755569458, -0.6910760402679443, 0.6559339165687561]",0.0
73,5,"[-0.7377126216888428, -2.0379116535186768, -0.12770265340805054, 1.9085798263549805]",1.0
73,6,"[-0.5055778622627258, 0.3336617350578308, -0.10092061758041382, 0.3674275875091553]",1.0
73,7,"[-1.6966530084609985, 0.9311054944992065, 0.2277800440788269, 0.7473822832107544]",1.0
73,8,"[-0.565994143486023, 0.8066396117210388, 2.9146227836608887, -1.3512845039367676]",0.0
73,9,"[0.5986841917037964, 1.2398940324783325, -0.05870223045349121, 1.0760717391967773]",1.0
73,10,"[1.4753730297088623, 1.3532851934432983, -2.2425613403320312, -0.36256515979766846]",0.0
73,11,"[-0.6034451723098755, -0.8032090067863464, 0.019909262657165527, 1.1265753507614136]",1.0
73,12,"[0.9792612791061401, 1.9752652645111084, 0.14388185739517212, -3.387956142425537]",0.0
73,13,"[0.4670667052268982, 0.7748570442199707, -1.9651806354522705, -2.4739465713500977]",0.0
73,14,"[2.6525254249572754, 1.7108312845230103, -3.142010450363159, 0.735824704170227]",0.0
73,15,"[-0.8489422798156738, 0.19838947057724, -0.9088922739028931, -0.03246083855628967]",0.0
73,16,"[2.155923843383789, -0.9672485589981079, 0.1729913055896759, 1.359388828277588]",1.0
73,17,"[2.1864311695098877, 1.4985060691833496, -2.195770263671875, -0.38431769609451294]",0.0
73,18,"[0.10530257225036621, 0.12430727481842041, -0.4101024270057678, -1.5718190670013428]",0.0
73,19,"[-1.2303102016448975, 0.7990520596504211, -1.2362459897994995, -0.11344826221466064]",0.0
74,0,"[2.705817699432373, 1.9875152111053467, 1.9365534782409668, 0.4114205837249756]",0.0
74,1,"[1.8183715343475342, -1.1041769981384277, -0.9214526414871216, 1.7337126731872559]",0.0
74,2,"[0.6199182271957397, -0.5824902653694153, -0.5737898349761963, 1.2721073627471924]",1.0
74,3,"[-1.7589634656906128, 0.26388245820999146, -1.4736961126327515, 1.1293346881866455]",1.0
74,4,"[-0.9160215258598328, 0.6496546268463135, 0.7398621439933777, -1.000130534172058]",0.0
74,5,"[1.7412317991256714, -0.6582508087158203, 0.1766071319580078, 2.0383377075195312]",0.0
74,6,"[-0.09228597581386566, 2.924983024597168, 3.3268027305603027, -0.9290944337844849]",0.0
74,7,"[-0.8906970620155334, 0.5545791387557983, 2.2128520011901855, -1.6700689792633057]",0.0
74,8,"[-2.6238961219787598, 2.5534048080444336, 1.6774166822433472, -0.4462340474128723]",1.0
74,9,"[2.682037830352783, -1.405541181564331, 1.5366311073303223, -1.288097858428955]",0.0
74,10,"[-0.27652648091316223, 3.1609015464782715, 2.0147674083709717, 2.6856651306152344]",0.0
74,11,"[-2.358215093612671, 2.0396690368652344, -0.210056334733963, 0.5605776309967041]",1.0
74,12,"[0.8013502359390259, -0.6463925838470459, -0.5228995084762573, 0.0810549259185791]",1.0
74,13,"[0.2620213031768799, 2.454328775405884, 1.8582826852798462, -0.6052859425544739]",0.0
74,14,"[-0.3215341866016388, 0.9600316286087036, 0.4937547445297241, 1.426641583442688]",0.0
74,15,"[-0.26520460844039917, -0.8274207711219788, -1.3520289659500122, -1.1204302310943604]",1.0
74,16,"[1.35404372215271, 2.3684563636779785, 2.068621873855591, 1.0909247398376465]",0.0
74,17,"[0.8939900398254395, -0.7768347263336182, 0.7136090993881226, 0.42031776905059814]",0.0
74,18,"[-0.5886722803115845, 0.7247999906539917, 1.9599494934082031, -1.5868651866912842]",0.0
74,19,"[1.759014368057251, -1.176650047302246, 1.3397547006607056, -0.16048091650009155]",0.0
75,0,"[-1.3189548254013062, -1.3971045017242432, 1.571986198425293, -1.2091786861419678]",0.0
75,1,"[-0.5275461077690125, -0.10837581753730774, -0.1496075838804245, -1.84466552734375]",0.0
75,2,"[-0.07588863372802734, -0.015811562538146973, -0.8524479866027832, 0.2506718039512634]",1.0
75,3,"[-0.8306665420532227, -0.5128817558288574, -0.6739112138748169, 1.864630103111267]",1.0
75,4,"[-0.48865842819213867, -0.4267207086086273, -0.10508227348327637, 1.487349033355713]",1.0
75,5,"[-0.17595791816711426, -1.3166241645812988, 0.9182893633842468, -0.39619970321655273]",0.0
75,6,"[0.03329002857208252, 0.5763536095619202, -1.5256567001342773, 0.020869851112365723]",1.0
75,7,"[-1.4588892459869385, -2.3082995414733887, 2.119128704071045, 1.6785115003585815]",0.0
75,8,"[1.2690510749816895, 0.08589380979537964, 0.964706540107727, -2.1965620517730713]",0.0
75,9,"[-0.21418774127960205, 1.0977206230163574, -1.168009877204895, 2.89268159866333]",1.0
75,10,"[-0.6597753167152405, -2.1317505836486816, 1.6103229522705078, -0.3239187002182007]",0.0
75,11,"[-0.9232833385467529, -0.6065534353256226, -0.09140455722808838, 2.3343119621276855]",1.0
75,12,"[-0.7390395402908325, -0.21125072240829468, 1.5486305952072144, -0.4653278887271881]",0.0
75,13,"[-0.5531893372535706, -0.5454959869384766, -0.630242109298706, 2.243588447570801]",1.0
75,14,"[0.29533952474594116, 1.721087098121643, -1.914792776107788, -1.407564640045166]",1.0
75,15,"[-0.12427663803100586, 0.7987362146377563, -0.0659569501876831, 0.6820439696311951]",1.0
75,16,"[0.5571030378341675, 0.8670234084129333, -2.402451753616333, 0.21078407764434814]",1.0
75,17,"[-1.7169744968414307, 0.35133373737335205, 0.06722849607467651, -3.44438099861145]",0.0
75,18,"[-0.13099893927574158, -0.030830681324005127, -0.6221685409545898, -0.17754316329956055]",1.0
75,19,"[2.0859014987945557, 1.2411653995513916, -2.5027143955230713, 0.37479567527770996]",1.0
76,0,"[-0.7709834575653076, 0.5544517040252686, 1.5654346942901611, -0.8648309707641602]",0.0
76,1,"[-0.32469701766967773, 0.6104699969291687, 0.762323796749115, -1.024369239807129]",0.0
76,2,"[0.7236489057540894, 0.8610656261444092, -0.6330515146255493, 0.9660567045211792]",1.0
76,3,"[-1.1912367343902588, -0.9544981718063354, -0.8497674465179443, 0.7190089225769043]",1.0
76,4,"[-0.6762003898620605, 0.3659014105796814, 0.07303577661514282, -1.0946424007415771]",0.0
76,5,"[-1.0821877717971802, -0.0977059006690979, -0.6009145975112915, -0.8914068937301636]",0.0
76,6,"[-0.3727980852127075, 0.18666192889213562, -0.8800977468490601, -0.12491273880004883]",1.0
76,7,"[1.568924069404602, 0.8869748711585999, -1.0339586734771729, -0.5495264530181885]",0.0
76,8,"[3.1527957916259766, -0.7588977813720703, -2.037365436553955, 1.7106285095214844]",1.0
76,9,"[1.4810220003128052, 1.298529028892517, -1.0061811208724976, 0.7156044840812683]",1.0
76,10,"[0.7644920349121094, 0.5957170724868774, 2.695810079574585, 0.6013262867927551]",0.0
76,11,"[-0.2506116032600403, -2.974510669708252, -3.7697272300720215, -0.5038013458251953]",1.0
76,12,"[-2.971569538116455, -2.0518202781677246, 0.7772172093391418, -0.4728318452835083]",1.0
76,13,"[0.3447210192680359, 3.1261653900146484, 2.0579168796539307, 0.20041203498840332]",0.0
76,14,"[1.359100103378296, 2.1830012798309326, -2.017357587814331, -1.387322187423706]",0.0
76,15,"[-0.42153507471084595, -1.488524317741394, -0.6219513416290283, -0.8281630277633667]",0.0
76,16,"[-0.6971338987350464, 0.8892000317573547, -1.2637522220611572, -0.5043925046920776]",0.0
76,17,"[1.398409366607666, 1.345738172531128, 0.23500901460647583, 0.10458379983901978]",0.0
76,18,"[1.809396743774414, -0.17455516755580902, -1.4297668933868408, 0.8168702125549316]",1.0
76,19,"[1.0075666904449463, -0.8685479760169983, -0.20677435398101807, 1.4173579216003418]",1.0
77,0,"[-0.4264509677886963, 0.1764392852783203, 1.1321152448654175, -1.2062066793441772]",1.0
77,1,"[0.5607268810272217, 0.529383659362793, -0.634770929813385, -0.44396695494651794]",0.0
77,2,"[-0.26994407176971436, 1.8083661794662476, 0.5580774545669556, -2.8123867511749268]",1.0
77,3,"[1.628892421722412, -1.2229766845703125, -2.522676944732666, 1.8258397579193115]",0.0
77,4,"[-0.35174447298049927, -0.8468128442764282, -0.34995996952056885, -0.4117174744606018]",1.0
77,5,"[-0.12839792668819427, 0.5753566026687622, 1.683359980583191, -0.22984763979911804]",1.0
77,6,"[-0.41374659538269043, -0.8024730086326599, -1.1762409210205078, -0.40445253252983093]",0.0
77,7,"[0.5825441479682922, -0.9295869469642639, -0.007147431373596191, 1.7798625230789185]",0.0
77,8,"[2.151059627532959, -0.38738110661506653, -1.733264684677124, 1.056779146194458]",0.0
77,9,"[1.4162819385528564, 1.8593522310256958, -0.4202749729156494, -0.3774397671222687]",0.0
77,10,"[-0.049981653690338135, -1.241440773010254, -0.3227642774581909, 1.3601901531219482]",0.0
77,11,"[-1.1097112894058228, -0.7496330738067627, 1.879702091217041, -0.5588725805282593]",1.0
77,12,"[-1.3583946228027344, -0.6584612131118774, 0.6651782989501953, 0.2430730015039444]",1.0
77,13,"[-0.5424500107765198, -0.9249794483184814, 0.33014410734176636, 1.0159554481506348]",0.0
77,14,"[1.6575405597686768, -0.05948267877101898, -1.8594675064086914, -0.11448889970779419]",0.0
77,15,"[1.5963194370269775, 3.4684481620788574, -0.8731365203857422, -0.17454850673675537]",0.0
77,16,"[-0.644518256187439, 3.000500202178955, 0.9408501386642456, -3.4486947059631348]",1.0
77,17,"[-3.535501003265381, -1.3400418758392334, 4.423676013946533, -1.943834900856018]",1.0
77,18,"[0.1718020737171173, 0.41864311695098877, -0.08002839982509613, -0.903743326663971]",1.0
77,19,"[0.3892672061920166, -0.4216125011444092, -0.1436551809310913, -1.364863634109497]",1.0
78,0,"[1.1796512603759766, -0.2536785304546356, 0.25139594078063965, 1.525672435760498]",0.0
78,1,"[0.44408494234085083, 0.9417111277580261, 2.180202007293701, 1.456762433052063]",1.0
78,2,"[-1.525127649307251, 0.4053424596786499, -1.5592634677886963, -1.1669267416000366]",1.0
78,3,"[-0.5941262245178223, 0.9830693006515503, -0.27999722957611084, 0.40390917658805847]",1.0
78,4,"[1.4597946405410767, 0.7021624445915222, 1.7381047010421753, 1.217580795288086]",1.0
78,5,"[0.24461805820465088, 1.2568180561065674, -0.8576784133911133, 0.9890976548194885]",0.0
78,6,"[-1.5546917915344238, -0.46964192390441895, -2.052309989929199, -1.008458137512207]",0.0
78,7,"[-0.9999815225601196, 0.2764695882797241, -0.1539842039346695, -1.5899322032928467]",1.0
78,8,"[-1.0489928722381592, 1.4810031652450562, 0.6845816969871521, 3.054325580596924]",0.0
78,9,"[1.5184440612792969, -0.5401473641395569, 1.5830389261245728, 0.32461482286453247]",0.0
78,10,"[-3.191239833831787, -0.5846350193023682, -2.5899181365966797, -3.029599666595459]",1.0
78,11,"[1.046989917755127, 1.0831201076507568, 0.44910162687301636, 0.22885863482952118]",1.0
78,12,"[0.8185917139053345, 0.3291470408439636, -0.004496097564697266, -0.8208980560302734]",1.0
78,13,"[-0.7566777467727661, -1.1796663999557495, -1.0283061265945435, 0.816336989402771]",0.0
78,14,"[0.21391621232032776, -1.3838963508605957, 0.5627667307853699, -0.07334029674530029]",0.0
78,15,"[-0.3516021966934204, -0.9999399781227112, -1.4889299869537354, -1.2647961378097534]",0.0
78,16,"[-0.5299543142318726, 0.8072343468666077, 1.061611294746399, -0.2286084145307541]",1.0
78,17,"[1.693735957145691, 0.32420217990875244, 1.5916333198547363, 0.37786999344825745]",1.0
78,18,"[-2.8671209812164307, -0.4510071277618408, -2.625514507293701, -2.217376470565796]",1.0
78,19,"[0.48839229345321655, -0.9085334539413452, 0.6103323698043823, 1.4796165227890015]",0.0
79,0,"[0.9451487064361572, 1.1288150548934937, -2.8982338905334473, 0.5194790363311768]",0.0
79,1,"[0.8905797004699707, -0.7435969114303589, 2.523442029953003, -1.7026519775390625]",1.0
79,2,"[1.0137118101119995, 2.2004542350769043, -1.2269408702850342, -2.1511409282684326]",1.0
79,3,"[2.8387198448181152, -1.7613141536712646, 0.5925949215888977, -0.22882139682769775]",1.0
79,4,"[1.1779842376708984, -0.7573463916778564, 0.8450431823730469, -1.276594877243042]",1.0
79,5,"[2.8798201084136963, 1.339815616607666, 0.024738013744354248, -2.7146971225738525]",1.0
79,6,"[-1.7880001068115234, 0.7029475569725037, -0.8571395874023438, 1.4540655612945557]",0.0
79,7,"[-0.9076735973358154, 0.9286574721336365, -1.3079257011413574, 0.24947969615459442]",0.0
79,8,"[-1.4965969324111938, 1.7523491382598877, -1.979104995727539, 0.2435479760169983]",0.0
79,9,"[0.2953658998012543, 0.24021650850772858, -0.6629573106765747, 0.004642844200134277]",1.0
79,10,"[2.096970558166504, -2.089646577835083, 0.5072165727615356, -0.09674370288848877]",1.0
79,11,"[2.271641969680786, -0.6519815921783447, 0.0693415030837059, -1.5427477359771729]",1.0
79,12,"[2.247922420501709, -0.5195559859275818, 0.9723094701766968, -1.0709854364395142]",1.0
79,13,"[0.2500276565551758, 2.445978879928589, -1.3328406810760498, -1.2504868507385254]",1.0
79,14,"[0.21807914972305298, -2.7819087505340576, 1.335679531097412, 1.5573054552078247]",0.0
79,15,"[-0.19450098276138306, 0.5384894609451294, -1.7058550119400024, 0.4004812240600586]",0.0
79,16,"[-0.4903527498245239, 0.8635770678520203, -0.08793103694915771, -0.028133630752563477]",0.0
79,17,"[0.9254934787750244, 1.843538522720337, -0.2729284465312958, -2.709911823272705]",1.0
79,18,"[-0.4068390130996704, -0.48614010214805603, 2.0338025093078613, -0.1858166754245758]",1.0
79,19,"[-0.009057596325874329, -0.4718451499938965, 0.39136672019958496, 0.6275835037231445]",0.0
80,0,"[0.031118154525756836, 0.08542345464229584, 1.248613715171814, 0.09611226618289948]",0.0
80,1,"[-0.03641635179519653, 1.1005531549453735, 0.1747962236404419, 0.5377074480056763]",0.0
80,2,"[-0.5222977995872498, -1.986067771911621, -0.16165876388549805, -1.7589057683944702]",1.0
80,3,"[-0.29639026522636414, -0.8970862627029419, 1.0556678771972656, -1.1535470485687256]",1.0
80,4,"[-0.6538175344467163, -1.0919427871704102, -1.8582452535629272, -0.9962218403816223]",1.0
80,5,"[-0.3210611939430237, -0.17012834548950195, -0.21330180764198303, 1.8957808017730713]",0.0
80,6,"[-0.9174351096153259, -0.05951467156410217, 1.5691009759902954, 1.57063627243042]",0.0
80,7,"[-0.584526538848877, -0.2281351089477539, 1.2404776811599731, -0.6377255916595459]",1.0
80,8,"[-2.767625331878662, 2.2957377433776855, -1.9369115829467773, 0.5758581161499023]",0.0
80,9,"[2.3461947441101074, -0.4643542170524597, 0.5559725761413574, 1.1459726095199585]",1.0
80,10,"[1.166169285774231, -1.5548268556594849, -0.5130173563957214, -0.840731143951416]",1.0
80,11,"[-0.2128250002861023, -2.3003969192504883, 1.2036831378936768, -1.4346129894256592]",1.0
80,12,"[-1.063902497291565, -1.5139669179916382, -1.6730636358261108, -0.15870049595832825]",1.0
80,13,"[-0.3067951202392578, -1.3748505115509033, 0.9043087959289551, -2.360881805419922]",1.0
80,14,"[0.09629052877426147, 2.0288541316986084, 0.5443629026412964, 1.5936427116394043]",0.0
80,15,"[2.1275453567504883, -1.6851657629013062, -0.10188353061676025, -0.8262613415718079]",1.0
80,16,"[0.7174167633056641, -0.0256228968501091, 0.9359151721000671, -0.5332303047180176]",1.0
80,17,"[-1.8971786499023438, -2.762549877166748, 1.4018840789794922, -1.166372299194336]",1.0
80,18,"[0.859489917755127, 0.2010129690170288, -1.057520866394043, 1.0249035358428955]",0.0
80,19,"[0.18489611148834229, -1.0919780731201172, -0.5173258185386658, -0.8234625458717346]",1.0
81,0,"[-1.2446718215942383, 0.43321526050567627, -1.9548919200897217, -2.530557870864868]",0.0
81,1,"[1.0627919435501099, 2.4087095260620117, -3.175891399383545, 0.5918602347373962]",1.0
81,2,"[-1.5701745748519897, -1.3533306121826172, 1.39574134349823, -1.1603264808654785]",0.0
81,3,"[-0.024932503700256348, -0.14336925745010376, 0.18366146087646484, -0.8997030258178711]",0.0
81,4,"[-0.26415789127349854, -0.9660168886184692, 0.39451053738594055, -0.23441052436828613]",0.0
81,5,"[-2.8528668880462646, -0.14491933584213257, -2.233164072036743, -0.9768692255020142]",0.0
81,6,"[0.620522677898407, -0.8774570226669312, -0.37011033296585083, -0.9482977986335754]",0.0
81,7,"[-1.054333209991455, -1.2297133207321167, 0.5596281290054321, -0.8151708841323853]",0.0
81,8,"[-0.4986669421195984, -1.3797292709350586, 0.8091297745704651, -0.08094513416290283]",0.0
81,9,"[0.20030570030212402, -1.5718518495559692, 0.9516623020172119, -0.27784186601638794]",0.0
81,10,"[-0.4124555289745331, -0.05553130805492401, 0.5942699909210205, 0.19936394691467285]",0.0
81,11,"[-0.18565642833709717, -0.253731369972229, -0.19761621952056885, -0.9255044460296631]",0.0
81,12,"[1.3715111017227173, 0.972140908241272, 1.6393296718597412, 2.1036128997802734]",1.0
81,13,"[-2.5763444900512695, -4.1718525886535645, 1.837856411933899, -0.8644625544548035]",0.0
81,14,"[-0.864331841468811, -1.081152319908142, -0.43799519538879395, -1.5690933465957642]",0.0
81,15,"[2.154907703399658, 2.7803421020507812, -1.226759433746338, 0.7523133754730225]",1.0
81,16,"[2.3537988662719727, -1.2862226963043213, 3.320816993713379, 2.5260367393493652]",1.0
81,17,"[0.036576539278030396, -1.508499264717102, 2.720977306365967, 1.635658621788025]",0.0
81,18,"[1.4303146600723267, 0.5110653638839722, -1.3053361177444458, -0.08865669369697571]",1.0
81,19,"[0.15494221448898315, -0.3373188376426697, 1.565661907196045, -0.0678165853023529]",0.0
82,0,"[-0.5436592698097229, 0.5502937436103821, -0.01530545949935913, -1.3359320163726807]",0.0
82,1,"[-1.0820977687835693, -3.382986545562744, -2.5108108520507812, -1.1615029573440552]",1.0
82,2,"[1.3044517040252686, 0.07793068885803223, -0.2830556333065033, -1.0888304710388184]",1.0
82,3,"[-0.5310449600219727, 1.23732590675354, -0.5956609845161438, -0.6932591199874878]",0.0
82,4,"[-0.7666024565696716, 1.5968399047851562, 1.985176920890808, -0.06255874037742615]",0.0
82,5,"[-1.2329356670379639, 3.3418636322021484, 3.0758116245269775, 0.10998225212097168]",0.0
82,6,"[2.2317519187927246, 1.0615429878234863, -0.6568012237548828, -0.6760627627372742]",1.0
82,7,"[-1.9702513217926025, -0.5170682668685913, -1.5103620290756226, -0.1349809765815735]",0.0
82,8,"[0.18088972568511963, -1.325721263885498, -0.6652291417121887, 1.0950307846069336]",1.0
82,9,"[1.4613358974456787, 1.578126072883606, 1.2100673913955688, -1.124922513961792]",0.0
82,10,"[1.1047797203063965, 3.2806034088134766, 2.3501715660095215, -2.1040420532226562]",0.0
82,11,"[-0.4364003837108612, -0.0681520402431488, -0.8559691905975342, -0.7591420412063599]",1.0
82,12,"[1.271052598953247, 1.8898706436157227, -1.293548345565796, -3.2552871704101562]",1.0
82,13,"[0.1127491295337677, -0.07498510181903839, -0.6372302770614624, 0.36155736446380615]",1.0
82,14,"[2.010024070739746, -0.692763090133667, -0.5213640332221985, -1.8986022472381592]",1.0
82,15,"[-0.9556730389595032, 0.25577160716056824, -1.3604388236999512, -1.3233578205108643]",1.0
82,16,"[-1.5699646472930908, -0.9062179327011108, -0.6269877552986145, 1.2709681987762451]",0.0
82,17,"[-1.5712015628814697, 1.2242529392242432, 0.6206434965133667, 0.5608887672424316]",0.0
82,18,"[-3.0232350826263428, 1.3743162155151367, -0.1790497899055481, -1.846431851387024]",0.0
82,19,"[-0.6467310786247253, 0.2966769337654114, 1.4465293884277344, 0.8750073909759521]",0.0
83,0,"[-1.8942619562149048, 0.1410922110080719, 3.035309314727783, 1.2837618589401245]",0.0
83,1,"[0.9372953772544861, -2.0946218967437744, -1.0499693155288696, 0.26454004645347595]",1.0
83,2,"[-1.075150728225708, -1.1854556798934937, -0.693313479423523, -0.19498294591903687]",1.0
83,3,"[0.6927720308303833, 1.132184386253357, 1.9605768918991089, -0.689501941204071]",0.0
83,4,"[0.3449100852012634, -0.8494947552680969, -0.738447368144989, 0.6598417162895203]",0.0
83,5,"[1.8809595108032227, -1.1897605657577515, -0.762771487236023, -0.7600474953651428]",1.0
83,6,"[-0.11818433552980423, 0.06178184226155281, -0.6508532166481018, -0.30764880776405334]",1.0
83,7,"[-0.7984228134155273, 0.3948640823364258, -1.1994338035583496, -0.34283214807510376]",1.0
83,8,"[0.512466549873352, 2.0902516841888428, -0.8343018293380737, -0.33277854323387146]",0.0
83,9,"[1.2208552360534668, 0.8883914351463318, -0.045997798442840576, 0.042438387870788574]",0.0
83,10,"[0.5097731351852417, -1.437335729598999, 0.7430500388145447, -0.16479754447937012]",1.0
83,11,"[1.2228891849517822, -3.6354408264160156, 2.5680782794952393, -1.1623810529708862]",1.0
83,12,"[0.8206116557121277, 1.3302860260009766, -1.9103779792785645, -0.6725738048553467]",1.0
83,13,"[-0.10951465368270874, -0.5077502727508545, -0.45290789008140564, 1.4539443254470825]",0.0
83,14,"[1.6918965578079224, 0.3447475731372833, 2.139270067214966, -2.361936330795288]",1.0
83,15,"[-0.6983773708343506, -3.8220372200012207, 2.1783571243286133, 1.369042158126831]",0.0
83,16,"[-0.540493369102478, -0.6150997877120972, 1.392321228981018, 0.29995667934417725]",0.0
83,17,"[0.3238307237625122, -1.0948193073272705, 0.3417242169380188, 1.2634557485580444]",0.0
83,18,"[-0.821660041809082, -1.0612624883651733, -0.7779102325439453, 1.4703786373138428]",0.0
83,19,"[1.0931665897369385, 0.7076654434204102, -0.23964214324951172, -0.6840651631355286]",1.0
84,0,"[-0.8635627031326294, 0.1210172176361084, -1.7488470077514648, 2.3868439197540283]",0.0
84,1,"[2.015204906463623, -1.4051425457000732, 1.6365833282470703, 0.22198015451431274]",0.0
84,2,"[1.7967865467071533, -0.9982073307037354, 1.3194150924682617, -0.3046727776527405]",0.0
84,3,"[-0.4725894331932068, -2.311739921569824, -0.1308463215827942, -1.537031888961792]",0.0
84,4,"[-2.532773494720459, -2.314659833908081, -0.8916205167770386, -1.6421258449554443]",1.0
84,5,"[-0.9645780324935913, 1.8030294179916382, -1.9966785907745361, 1.4128364324569702]",0.0
84,6,"[0.8597860336303711, 0.16956806182861328, 0.7849307060241699, 1.9009889364242554]",1.0
84,7,"[-1.256760835647583, -4.278217315673828, 1.4625327587127686, -1.395519495010376]",1.0
84,8,"[-2.279600143432617, -1.0299514532089233, -0.7713583707809448, -0.8901194334030151]",1.0
84,9,"[-0.9696491956710815, -0.25493842363357544, 1.6186347007751465, -2.262206792831421]",1.0
84,10,"[-0.4444505572319031, 0.9089293479919434, 0.8096941709518433, -1.896280288696289]",1.0
84,11,"[-1.8364903926849365, -0.04857701063156128, -0.45652300119400024, -2.3633527755737305]",1.0
84,12,"[1.7681958675384521, -1.9042450189590454, 1.0482971668243408, 0.6520962715148926]",0.0
84,13,"[-2.6031975746154785, -1.947180986404419, -2.3232715129852295, 1.1805403232574463]",0.0
84,14,"[-2.631648540496826, -0.46739012002944946, -2.145573377609253, 0.5396803617477417]",0.0
84,15,"[1.3565118312835693, 1.308156967163086, 1.174026370048523, -0.9556602239608765]",1.0
