task_id,trial_id,input,target
45,7,"[2.87648344039917, 2.3263204097747803, -2.133357524871826, 0.6233007907867432]",0.0
45,8,"[-0.998612642288208, 1.519095778465271, -0.265223890542984, 2.886892557144165]",1.0
45,9,"[0.7293810844421387, 1.1627756357192993, 0.4570960998535156, 0.6418753266334534]",0.0
45,10,"[-2.298830032348633, 0.33888739347457886, 0.7010189294815063, -0.7101835012435913]",1.0
45,11,"[-1.6595807075500488, -0.5357458591461182, 0.4586709439754486, 0.3112499713897705]",1.0
45,12,"[-1.8336058855056763, -1.469454050064087, 3.6477742195129395, -0.08686769008636475]",1.0
45,13,"[-0.0026711374521255493, -1.2753000259399414, 0.9149743318557739, -0.94951331615448]",1.0
45,14,"[-0.8685370683670044, -1.8060083389282227, -0.18048352003097534, -1.644919514656067]",1.0
45,15,"[1.020231008529663, 0.9088377356529236, 0.2924172282218933, -1.1591975688934326]",0.0
45,16,"[0.3877032995223999, -1.6542959213256836, 2.9344818592071533, -1.3828314542770386]",0.0
45,17,"[1.8903374671936035, -0.01958596706390381, 0.38026416301727295, 0.04811066389083862]",0.0
45,18,"[0.6826159358024597, -0.8626818656921387, -0.7375993728637695, 1.9083027839660645]",0.0
45,19,"[0.18157094717025757, -0.15786796808242798, 0.3966096341609955, 0.19696736335754395]",0.0
46,0,"[1.0594972372055054, 2.0677313804626465, 1.0833351612091064, 0.8362340927124023]",1.0
46,1,"[0.2827094793319702, -1.2811987400054932, -1.8242542743682861, 2.0825881958007812]",1.0
46,2,"[1.2227811813354492, 1.7684791088104248, 1.236080527305603, 0.19180738925933838]",1.0
46,3,"[1.1160727739334106, 0.5282662510871887, 0.4110111594200134, 1.0519976615905762]",1.0
46,4,"[2.582113265991211, 0.8833120465278625, -0.8539098501205444, 2.368525981903076]",1.0
46,5,"[0.476620614528656, -1.0680845975875854, 0.6518503427505493, -0.13807356357574463]",1.0
46,6,"[3.5129783153533936, 0.9828484654426575, 1.453599214553833, 1.6373264789581299]",1.0
46,7,"[-0.07296711206436157, 1.9721474647521973, -1.124208927154541, -0.47265440225601196]",0.0
46,8,"[1.0616823434829712, 2.0088050365448, -1.0074552297592163, 1.3019325733184814]",0.0
46,9,"[-0.09133219718933105, 0.7482584118843079, -1.1273958683013916, -2.524324417114258]",0.0
46,10,"[0.6391016840934753, 0.363300085067749, -1.4084012508392334, -0.6300294995307922]",0.0
46,11,"[-1.450175404548645, 0.7235503196716309, 0.7794467210769653, 0.4253789782524109]",0.0
46,12,"[-0.8696110844612122, 0.6786211729049683, -1.0597243309020996, -0.5870469808578491]",0.0
46,13,"[-3.58497953414917, -0.5680997967720032, 0.5869255065917969, -2.364968776702881]",0.0
46,14,"[0.6681597232818604, 2.4374334812164307, 2.0801782608032227, 0.5134620666503906]",1.0
46,15,"[-1.2982571125030518, -0.2745198607444763, -1.4449913501739502, -0.1190866008400917]",0.0
46,16,"[-0.30600669980049133, 0.9931513667106628, -2.1519594192504883, -1.3877607583999634]",0.0
46,17,"[-1.3531416654586792, 3.4882004261016846, 0.3135693669319153, -2.827338457107544]",0.0
46,18,"[-0.9714144468307495, -1.2890346050262451, -2.7053041458129883, 0.8503894805908203]",0.0
46,19,"[-2.775949478149414, -0.9503388404846191, 2.0224950313568115, -3.143580436706543]",0.0
47,0,"[1.9730095863342285, 2.2271242141723633, -2.2618651390075684, 0.8665856122970581]",1.0
47,1,"[0.6993124485015869, 1.9359114170074463, -0.21387678384780884, -2.0500504970550537]",1.0
47,2,"[0.9551597237586975, -0.10006371140480042, -0.3912495970726013, -0.6486306190490723]",1.0
47,3,"[1.898352861404419, 1.6442492008209229, 1.0430045127868652, -2.0172390937805176]",1.0
47,4,"[0.10219675302505493, 1.5258264541625977, -1.8027820587158203, 1.570052981376648]",1.0
47,5,"[2.0956761837005615, 2.134474754333496, -0.16000956296920776, -3.1126933097839355]",1.0
47,6,"[1.153385877609253, 1.5470495223999023, 0.6557877659797668, -1.6203902959823608]",1.0
47,7,"[1.2454502582550049, 1.0089181661605835, -2.2687489986419678, 1.1437954902648926]",1.0
47,8,"[-1.892782211303711, -0.4910779595375061, -0.555606484413147, 1.5558313131332397]",0.0
47,9,"[-0.7969670295715332, 0.5818943381309509, -1.545350193977356, 1.1840715408325195]",0.0
47,10,"[-1.53348970413208, 1.417414665222168, -0.23705211281776428, -0.9124511480331421]",1.0
47,11,"[0.2987467348575592, -1.8861401081085205, 2.2160067558288574, -2.232956886291504]",0.0
47,12,"[-0.9432809948921204, -0.6348528861999512, 2.94352650642395, -2.515552520751953]",0.0
47,13,"[0.9692983627319336, 0.2461487352848053, -2.4433059692382812, 1.5657442808151245]",1.0
47,14,"[-0.3150368332862854, 0.06479835510253906, 0.6622475385665894, -0.21043813228607178]",0.0
47,15,"[1.0229439735412598, 0.46256422996520996, 0.8355132341384888, -1.7411959171295166]",1.0
47,16,"[-0.03381192684173584, -0.27767491340637207, -0.052446454763412476, 0.9471959471702576]",0.0
47,17,"[1.3258036375045776, -0.4149622321128845, 2.437652587890625, -3.450803279876709]",1.0
47,18,"[1.3864725828170776, -1.3531954288482666, 1.031715750694275, -0.34467950463294983]",0.0
47,19,"[-1.9628169536590576, -0.43336570262908936, 2.685713768005371, -3.153515100479126]",0.0
48,0,"[1.3861918449401855, 0.47569119930267334, -0.104594886302948, 0.040105581283569336]",0.0
48,1,"[-1.5617780685424805, -1.7630105018615723, -0.3038632273674011, -1.721124291419983]",1.0
48,2,"[1.2122150659561157, 2.2071664333343506, 1.1717454195022583, 0.6856621503829956]",0.0
48,3,"[-0.6522278785705566, -0.3517703115940094, -1.7810481786727905, -2.1273460388183594]",1.0
48,4,"[1.313467264175415, 1.5093274116516113, -0.2874476909637451, 0.19314342737197876]",0.0
48,5,"[-2.8185994625091553, -2.7581405639648438, 0.25413280725479126, -1.5138936042785645]",1.0
48,6,"[0.46492958068847656, 0.2732332944869995, -0.11977014690637589, 0.19368021190166473]",0.0
48,7,"[1.5430450439453125, 0.8762778043746948, -1.6519856452941895, 0.7761164903640747]",0.0
48,8,"[2.3045132160186768, 1.692626714706421, 1.545383095741272, 0.3892782926559448]",0.0
48,9,"[0.655361533164978, -0.7666898965835571, -0.9126763343811035, 1.6276814937591553]",0.0
48,10,"[2.2292537689208984, 0.8604261875152588, -1.8496390581130981, 1.0636310577392578]",0.0
48,11,"[-0.6498716473579407, 1.2376524209976196, 0.5413687825202942, -0.2712087631225586]",0.0
48,12,"[0.42916756868362427, -0.6180433034896851, 0.012969091534614563, 0.5906243324279785]",1.0
48,13,"[2.864128828048706, 2.951619863510132, 0.9999828338623047, -0.03829336166381836]",0.0
48,14,"[-1.9671602249145508, -3.063328266143799, -1.4190335273742676, 0.6656314134597778]",1.0
48,15,"[1.3398722410202026, 1.7809369564056396, -1.8187379837036133, 0.62660813331604]",0.0
48,16,"[-1.0773506164550781, 1.4318335056304932, 0.4298384189605713, -1.9659850597381592]",0.0
48,17,"[-0.48462623357772827, -1.069786548614502, -2.738234519958496, 0.8178662061691284]",1.0
48,18,"[0.3178822994232178, -0.5223391056060791, 1.6089286804199219, 0.6549057364463806]",1.0
48,19,"[-1.2606889009475708, -0.10631155967712402, 0.7744424939155579, -1.07676100730896]",1.0
49,0,"[-2.076329231262207, 0.8999423980712891, -0.9321523904800415, 3.2041382789611816]",1.0
49,1,"[-1.9318718910217285, 0.7297956943511963, 1.3702971935272217, 0.7991362810134888]",1.0
49,2,"[-0.771408200263977, -1.0298634767532349, 0.30835235118865967, -0.5557205677032471]",1.0
49,3,"[-0.7101409435272217, 0.17526650428771973, 1.4546231031417847, 0.49006402492523193]",1.0
49,4,"[1.8334619998931885, -3.3724617958068848, 0.7898324728012085, -1.8481444120407104]",0.0
49,5,"[-0.6127632260322571, 3.310185432434082, 1.0564277172088623, 1.5836175680160522]",1.0
49,6,"[-0.5879755020141602, -2.2278823852539062, -3.3149797916412354, -1.61354398727417]",1.0
49,7,"[0.0998677983880043, 1.7981605529785156, 1.261362075805664, 0.6100512742996216]",0.0
49,8,"[-2.3716719150543213, 2.0093863010406494, -0.175489604473114, 2.9018967151641846]",1.0
49,9,"[2.3617217540740967, -0.40559524297714233, -1.1560070514678955, -2.3991024494171143]",0.0
49,10,"[-0.8000029921531677, 0.3266736567020416, 0.5836358070373535, 0.5808297991752625]",1.0
49,11,"[0.12977313995361328, 1.5633955001831055, 0.8789419531822205, 1.55050790309906]",0.0
49,12,"[0.42366766929626465, 0.6494851112365723, 1.3562968969345093, -0.4714316129684448]",0.0
49,13,"[0.32028475403785706, 0.5164666175842285, 0.2861502170562744, 0.5636277794837952]",0.0
49,14,"[0.6660206913948059, -1.6539348363876343, 0.7132133841514587, -1.3578674793243408]",0.0
49,15,"[-1.441460371017456, 2.0679397583007812, 0.5839575529098511, 2.3500380516052246]",1.0
49,16,"[-0.8181406259536743, 3.1499760150909424, 2.87764835357666, 0.8177258968353271]",1.0
49,17,"[0.6232553720474243, 0.16524410247802734, -3.532341957092285, -2.3592541217803955]",0.0
49,18,"[-1.645890712738037, -0.8416849374771118, 0.4316301941871643, -0.025940656661987305]",1.0
49,19,"[2.061044454574585, -1.124907374382019, -0.5779027342796326, -2.024568557739258]",0.0
50,0,"[-1.5775108337402344, -2.086724281311035, 0.7175912857055664, -2.0732836723327637]",1.0
50,1,"[0.04583609104156494, -1.3091175556182861, 0.5313469767570496, -0.5158951282501221]",1.0
50,2,"[0.5429046154022217, 1.3565104007720947, -0.8140313625335693, 1.0712765455245972]",0.0
50,3,"[-1.749315619468689, -2.361698865890503, 1.2208970785140991, -1.801865816116333]",1.0
50,4,"[0.057038724422454834, -1.326752781867981, -0.6954909563064575, -2.001192808151245]",1.0
50,5,"[2.460637331008911, 2.627268075942993, -1.6562578678131104, 2.6592817306518555]",0.0
50,6,"[-0.6296482086181641, 0.19781494140625, -0.11449825763702393, -0.43300455808639526]",0.0
50,7,"[1.2460798025131226, 0.5062087774276733, 0.13002046942710876, 0.8534225225448608]",1.0
50,8,"[0.5309765338897705, -0.849996030330658, -0.6934638023376465, -1.396785855293274]",1.0
50,9,"[0.8531190156936646, 3.6542258262634277, 0.3886510729789734, 3.9226198196411133]",0.0
50,10,"[3.515293836593628, 1.9976460933685303, -2.199009418487549, 2.103445053100586]",0.0
50,11,"[-0.7983332276344299, -2.102400779724121, 0.10474109649658203, -1.1721739768981934]",1.0
50,12,"[0.17412805557250977, -1.9939600229263306, 0.42272692918777466, -1.9010963439941406]",1.0
50,13,"[0.7462632060050964, -0.9255471229553223, -2.7340571880340576, -0.8571745157241821]",1.0
50,14,"[-0.7519161105155945, -0.9840294122695923, 1.7745410203933716, -0.38654953241348267]",1.0
50,15,"[-1.9757746458053589, -0.29499539732933044, -0.41918954253196716, -0.7431625127792358]",0.0
50,16,"[-0.2566035985946655, -0.39593735337257385, -3.1046838760375977, -0.5509682893753052]",0.0
50,17,"[0.9104872941970825, -0.8818846940994263, 1.0399510860443115, -0.771390974521637]",1.0
50,18,"[-1.4821736812591553, -1.1135786771774292, 0.09736943244934082, -1.078979253768921]",0.0
50,19,"[0.5326069593429565, 2.0578925609588623, 0.4323194622993469, 2.202789306640625]",0.0
51,0,"[-0.5312484502792358, -0.32515063881874084, -0.44167178869247437, -0.5455402135848999]",0.0
51,1,"[-3.6256165504455566, -1.6664044857025146, -0.3298034071922302, -3.2924742698669434]",0.0
51,2,"[-0.8858387470245361, 0.8335059285163879, -1.302568793296814, -1.2463009357452393]",0.0
51,3,"[-1.5279172658920288, 0.7042493224143982, 0.7911296486854553, -0.07229065895080566]",0.0
51,4,"[-0.42832255363464355, 0.3556249141693115, -1.7174947261810303, 0.1137235164642334]",0.0
51,5,"[0.4983053207397461, -0.7830538153648376, 1.7157843112945557, -0.472383975982666]",1.0
51,6,"[0.9899975657463074, -3.7354953289031982, -1.201591968536377, 0.25814712047576904]",1.0
51,7,"[0.3234221339225769, 0.9608250856399536, 0.807517409324646, -0.17523181438446045]",0.0
51,8,"[0.2317238748073578, -3.289351463317871, -2.9877476692199707, 1.1150203943252563]",1.0
51,9,"[0.07173435389995575, 0.6988002061843872, 1.5423418283462524, 1.5143539905548096]",0.0
51,10,"[-0.9927547574043274, -0.27391868829727173, -0.5191627144813538, -0.5987541675567627]",0.0
51,11,"[0.06154234707355499, -0.1722005009651184, -0.12024819850921631, -0.031815558671951294]",1.0
51,12,"[-0.5286462903022766, 0.7416442632675171, 0.6524378061294556, -0.13700002431869507]",0.0
51,13,"[0.21178793907165527, 3.6776201725006104, 1.375197172164917, -0.6320586204528809]",0.0
51,14,"[1.024076223373413, -0.909504771232605, -0.6986727714538574, 1.0029078722000122]",1.0
51,15,"[1.0728275775909424, 0.21091008186340332, -0.4444878101348877, -0.3713511824607849]",1.0
51,16,"[0.7491000294685364, -1.7431707382202148, 0.5276247262954712, -0.6763104796409607]",1.0
51,17,"[0.43510186672210693, -0.19404256343841553, 0.3188009262084961, 1.3191123008728027]",1.0
51,18,"[-0.8037804365158081, 1.3388673067092896, 1.7112243175506592, 0.5018782615661621]",0.0
51,19,"[-1.5048547983169556, -0.5435343980789185, 1.9628397226333618, -1.353131890296936]",0.0
52,0,"[1.8281928300857544, -0.6482326984405518, 0.19325873255729675, 2.1537485122680664]",1.0
52,1,"[-1.728592872619629, -0.07774102687835693, -0.4306666851043701, -1.3600246906280518]",0.0
52,2,"[0.4571828544139862, -2.614041805267334, -1.512237787246704, 0.7100242376327515]",1.0
52,3,"[0.027474403381347656, -0.9504543542861938, 0.2554827928543091, 0.8950792551040649]",1.0
52,4,"[-0.5125135183334351, 0.40764254331588745, 1.379272222518921, 0.05209088325500488]",0.0
52,5,"[1.7883944511413574, -1.6081818342208862, 0.36068037152290344, 2.5384273529052734]",1.0
52,6,"[-0.9179563522338867, -1.2501559257507324, -0.5252978801727295, 0.055719390511512756]",1.0
52,7,"[-0.8943972587585449, -0.0003566145896911621, -0.5590234994888306, -0.2771516442298889]",0.0
52,8,"[1.1718379259109497, 0.7452995777130127, 0.37295788526535034, -0.0023623108863830566]",1.0
52,9,"[-0.6970622539520264, 0.6883552670478821, -0.7425685524940491, -1.2744359970092773]",0.0
52,10,"[0.5213433504104614, 0.4465638995170593, 1.034192442893982, 1.2665830850601196]",0.0
52,11,"[-0.937010645866394, -0.5321944952011108, -1.474414348602295, -0.5375065803527832]",1.0
52,12,"[-1.327042818069458, -0.5144573450088501, -2.373976230621338, -1.2337076663970947]",1.0
52,13,"[-0.3395977318286896, 3.5709822177886963, 0.8190938234329224, -2.48298978805542]",0.0
52,14,"[-2.0908894538879395, -2.1647450923919678, -3.4341793060302734, -1.2161245346069336]",1.0
52,15,"[1.3623552322387695, 2.539280414581299, 1.8840508460998535, -0.39614367485046387]",0.0
52,16,"[-0.5837479829788208, -1.3314876556396484, -2.511176586151123, -0.9866969585418701]",1.0
52,17,"[-1.5026057958602905, -1.7074923515319824, -0.9341366291046143, -0.2616754472255707]",1.0
52,18,"[-1.692899465560913, -0.5033451914787292, -1.6476094722747803, -1.4320883750915527]",0.0
52,19,"[-2.7231578826904297, -0.8938826322555542, -1.2546749114990234, -1.9573692083358765]",0.0
53,0,"[0.9143526554107666, -0.5246392488479614, 1.238288164138794, 0.489948034286499]",0.0
53,1,"[-1.1568809747695923, 0.6140453219413757, -1.547062635421753, -0.3758161962032318]",1.0
53,2,"[0.11883758008480072, -0.11930859088897705, 0.34455034136772156, -1.0621120929718018]",0.0
53,3,"[0.23749130964279175, -1.1815277338027954, -0.5317332744598389, 0.07807061076164246]",0.0
53,4,"[-0.8021167516708374, 0.17117571830749512, 0.8033900260925293, -1.286899209022522]",1.0
53,5,"[1.5952438116073608, 0.7932734489440918, 2.246182680130005, 2.4044203758239746]",0.0
53,6,"[1.2407125234603882, -0.5569787621498108, 1.649196982383728, -0.07076381146907806]",0.0
53,7,"[-0.7545889616012573, -0.41133981943130493, -1.9446442127227783, -1.715419888496399]",1.0
53,8,"[1.0731148719787598, -1.1512889862060547, 0.3948570787906647, -0.5179204940795898]",0.0
53,9,"[-0.12248730659484863, 0.008998006582260132, -1.7228477001190186, -0.16525506973266602]",1.0
53,10,"[0.44345366954803467, -0.5371279716491699, 1.0201152563095093, -1.9939417839050293]",0.0
53,11,"[-0.17528998851776123, -0.0009872913360595703, 1.7867906093597412, 0.9414142966270447]",1.0
53,12,"[-1.726226806640625, 3.3081634044647217, 0.949742317199707, 0.7996938824653625]",1.0
53,13,"[2.1198196411132812, -1.8203309774398804, -1.3493393659591675, -0.09121346473693848]",0.0
53,14,"[1.320740818977356, -3.7910547256469727, -1.6536619663238525, -2.270163059234619]",0.0
53,15,"[-0.2725994884967804, 0.38342586159706116, -0.63764888048172, 0.5838416814804077]",1.0
53,16,"[-0.3236435055732727, -0.2777608633041382, -0.7866255640983582, 0.5008867979049683]",1.0
53,17,"[0.6794582605361938, -1.046379804611206, -0.5917422771453857, -1.0514569282531738]",0.0
53,18,"[-0.24893271923065186, 1.4024178981781006, 1.206411361694336, -0.6597175598144531]",1.0
53,19,"[-2.142212390899658, 0.7435525059700012, -1.7743611335754395, -1.4997940063476562]",1.0
54,0,"[2.457670211791992, 0.20171195268630981, -1.264596700668335, 0.693484902381897]",0.0
54,1,"[-4.121171951293945, -2.703253984451294, 2.037605047225952, 1.0819346904754639]",1.0
54,2,"[-0.3850358724594116, 2.737067699432373, -1.2165350914001465, -2.1594700813293457]",0.0
54,3,"[0.06592375040054321, -0.34848684072494507, -1.3642840385437012, 0.6960254907608032]",0.0
54,4,"[-1.5524182319641113, -1.1080799102783203, 1.0150299072265625, 1.0065639019012451]",1.0
54,5,"[2.4865028858184814, 1.3885217905044556, -0.4466545581817627, -1.0574040412902832]",0.0
54,6,"[0.42739754915237427, -2.506990432739258, -0.043749839067459106, 2.933803081512451]",1.0
54,7,"[1.1674524545669556, 0.6291980743408203, 1.0556267499923706, 0.06654295325279236]",0.0
54,8,"[0.7384861707687378, 0.5423036813735962, 0.1973644644021988, -0.5260348320007324]",0.0
54,9,"[0.3648298978805542, -2.437997341156006, -0.798591673374176, 3.0745551586151123]",1.0
54,10,"[0.0006090104579925537, 1.003307819366455, -0.8077618479728699, -1.9384018182754517]",0.0
54,11,"[2.2079060077667236, 1.6600501537322998, -0.986829936504364, -0.8886699676513672]",0.0
54,12,"[-1.5435667037963867, 1.0299851894378662, -0.37600886821746826, -2.506770372390747]",1.0
54,13,"[0.3017115592956543, -0.7605047225952148, 1.616666316986084, 0.8595514893531799]",1.0
54,14,"[0.7434134483337402, -1.3901100158691406, 1.3481454849243164, 2.4528889656066895]",1.0
54,15,"[-0.022443175315856934, 0.02548554539680481, 2.349569082260132, -0.22482404112815857]",1.0
54,16,"[1.424222469329834, 0.9275938272476196, -0.58199542760849, -1.3577570915222168]",0.0
54,17,"[-0.1486126184463501, 0.5655269622802734, 0.6406569480895996, -1.2967675924301147]",1.0
54,18,"[1.7460768222808838, 1.5027509927749634, -0.5594950914382935, -1.1840870380401611]",0.0
54,19,"[2.0247151851654053, -0.6599539518356323, 0.5530089139938354, 1.4654853343963623]",0.0
55,0,"[-1.1883633136749268, 0.13713404536247253, -1.1641440391540527, 0.09003710746765137]",1.0
55,1,"[0.9688349962234497, 0.7296949625015259, 0.27891552448272705, -0.357124924659729]",0.0
55,2,"[-0.41838210821151733, 1.0060418844223022, -0.3644486367702484, -0.669884204864502]",0.0
55,3,"[-1.0388751029968262, 0.15224787592887878, -0.26039183139801025, -0.343031108379364]",1.0
55,4,"[-2.161665916442871, 1.4493225812911987, -2.4960832595825195, 1.9009759426116943]",0.0
55,5,"[0.3496951460838318, -0.29551124572753906, 1.2778167724609375, -0.29634183645248413]",1.0
55,6,"[1.6850385665893555, -1.2985286712646484, 0.9613968133926392, 0.7804603576660156]",0.0
55,7,"[-1.751639485359192, 0.9382341504096985, 0.41614553332328796, -1.2502728700637817]",1.0
55,8,"[1.441882610321045, -1.8063008785247803, 2.49320650100708, -1.2477293014526367]",1.0
55,9,"[0.49968022108078003, -0.08367178589105606, -0.2792781889438629, 2.362398862838745]",0.0
55,10,"[-0.8491998910903931, 0.18012681603431702, 0.9400523900985718, -1.4359475374221802]",1.0
55,11,"[-1.279336929321289, 1.0504908561706543, -1.8328527212142944, 0.8506801128387451]",0.0
55,12,"[-0.5170109272003174, 2.171537160873413, -0.8752570152282715, -0.6392317414283752]",0.0
55,13,"[1.960479497909546, -0.23956507444381714, -1.0571340322494507, -1.9961220026016235]",0.0
55,14,"[1.382505178451538, 0.4053341746330261, -0.2747857868671417, -0.12819182872772217]",0.0
55,15,"[-0.8124576807022095, 1.0023319721221924, -0.07710149884223938, 1.660176396369934]",0.0
55,16,"[0.9719669222831726, -3.753821611404419, 2.7615275382995605, 1.4808987379074097]",1.0
55,17,"[0.1424933671951294, -1.401651382446289, 0.008248984813690186, -0.5119756460189819]",1.0
55,18,"[-1.4156583547592163, 1.5950438976287842, -1.0816311836242676, 1.2301311492919922]",0.0
55,19,"[-0.16423404216766357, 0.6548246145248413, -0.3174770474433899, 2.4314823150634766]",0.0
56,0,"[0.08634358644485474, -1.460054636001587, -2.0133438110351562, 2.1903603076934814]",1.0
56,1,"[1.0562890768051147, -0.787100076675415, 2.1322479248046875, 0.2638653516769409]",0.0
56,2,"[0.7796743512153625, 0.16085588932037354, -0.8032824397087097, -0.03985011577606201]",0.0
56,3,"[1.3229000568389893, -0.2461690902709961, -2.796128273010254, 0.7661560773849487]",1.0
56,4,"[-1.242856740951538, -0.5827628970146179, 1.5745368003845215, 0.5913025140762329]",1.0
56,5,"[0.8858721852302551, 0.12799036502838135, -3.3938846588134766, -1.2798950672149658]",1.0
56,6,"[2.345550060272217, 0.859243631362915, -0.962877631187439, -2.0697996616363525]",0.0
56,7,"[-2.4994633197784424, -2.266085624694824, 0.6405783891677856, -0.03250572085380554]",1.0
56,8,"[-0.8708385825157166, 0.20322740077972412, 1.1627113819122314, -2.0629796981811523]",0.0
56,9,"[0.05163072049617767, 0.4963515102863312, 1.6883784532546997, -0.5580545663833618]",0.0
56,10,"[-0.2414429783821106, 0.868060290813446, 0.625869870185852, 0.06250762939453125]",0.0
56,11,"[-1.041070580482483, -0.5481535792350769, 1.1056311130523682, -0.19350457191467285]",1.0
56,12,"[-0.3463813066482544, 1.0534112453460693, 0.1340816617012024, -1.053512692451477]",0.0
56,13,"[-0.903078556060791, -0.9644293189048767, 2.7519891262054443, -0.7034536600112915]",0.0
56,14,"[-2.0372259616851807, -1.188753604888916, 1.6092627048492432, 1.7101441621780396]",1.0
56,15,"[1.207230806350708, 0.9223838448524475, -1.170493245124817, 0.3582193851470947]",0.0
56,16,"[-0.9996638894081116, 0.3618113100528717, -0.5157338976860046, 2.0893478393554688]",1.0
56,17,"[-1.1926387548446655, -2.5249361991882324, 0.36796364188194275, 0.5609932541847229]",1.0
56,18,"[1.62842857837677, 0.6034531593322754, -1.4832053184509277, -0.32225099205970764]",0.0
56,19,"[1.153965711593628, -0.1131448745727539, -0.6320438981056213, -0.7597197890281677]",0.0
57,0,"[-0.9160462617874146, -1.8830772638320923, -0.450389564037323, -1.5947902202606201]",0.0
57,1,"[2.0307257175445557, 0.04978156089782715, 0.3159804344177246, 1.4439036846160889]",0.0
57,2,"[0.8143270611763, -0.9632645845413208, 0.4709305763244629, -0.41043785214424133]",0.0
57,3,"[0.6289492845535278, 0.8147281408309937, -0.1309981346130371, 2.2198705673217773]",1.0
57,4,"[-1.0612289905548096, 1.059768795967102, -0.2886434495449066, 0.35222673416137695]",1.0
57,5,"[-0.7311996817588806, -0.7478507161140442, -0.3051314949989319, 0.9632126092910767]",1.0
57,6,"[-0.5193834900856018, -0.36438262462615967, -0.24301594495773315, -0.1399364471435547]",1.0
57,7,"[-0.8206799030303955, 0.3608621060848236, 0.5807396173477173, -0.34912872314453125]",1.0
57,8,"[1.1316182613372803, 1.8234037160873413, 2.936466932296753, 0.9886806011199951]",1.0
57,9,"[-2.4665181636810303, -0.8719587326049805, -2.4274778366088867, 0.12304452061653137]",1.0
57,10,"[-0.8807017207145691, 2.031367301940918, -1.5943169593811035, 0.4353327751159668]",1.0
57,11,"[1.6457557678222656, 0.4947011470794678, -0.4237482249736786, 0.7696250677108765]",0.0
57,12,"[1.2680420875549316, 0.4506685733795166, -2.557507038116455, 1.3910506963729858]",0.0
57,13,"[-0.20301997661590576, -0.9908244609832764, 1.6751099824905396, -1.193228006362915]",1.0
57,14,"[-0.4455053210258484, 0.8388403058052063, -1.073945164680481, -0.9367167949676514]",1.0
57,15,"[-0.9153516888618469, -1.5004053115844727, 1.3889776468276978, -3.2202725410461426]",1.0
57,16,"[0.7295790910720825, 0.997959315776825, -1.246530294418335, -0.021738767623901367]",0.0
57,17,"[0.5941069722175598, -1.1544252634048462, 3.483488082885742, -1.6349316835403442]",0.0
57,18,"[0.41898971796035767, 0.5197247266769409, 1.4293220043182373, 1.4034576416015625]",1.0
57,19,"[1.4734773635864258, -2.087798833847046, 4.455519199371338, -2.2861697673797607]",0.0
58,0,"[4.073368072509766, -0.04143482446670532, -0.6993963718414307, -2.1744680404663086]",0.0
58,1,"[-0.6184399127960205, 0.860595703125, -0.48790013790130615, 1.3151767253875732]",1.0
58,2,"[1.2453455924987793, 3.146707534790039, 0.5457417964935303, -0.08005470037460327]",0.0
58,3,"[3.7676658630371094, -0.8252691626548767, -1.860250473022461, -0.2940745949745178]",0.0
58,4,"[0.17205595970153809, 3.649333953857422, 0.7875165939331055, 1.7556431293487549]",0.0
58,5,"[0.38926148414611816, -0.7812374830245972, -1.0879343748092651, -0.263703852891922]",0.0
58,6,"[0.3281307816505432, -0.29277682304382324, -0.7294492125511169, 0.626275897026062]",0.0
58,7,"[-2.806107997894287, -0.012238383293151855, 0.6038585901260376, 1.8493188619613647]",1.0
58,8,"[0.4817132353782654, 0.6765596866607666, 0.45247626304626465, -0.17996740341186523]",0.0
58,9,"[1.3402646780014038, -1.1871191263198853, -2.155641555786133, -1.292206048965454]",0.0
58,10,"[0.3377619981765747, -0.6950991749763489, -1.0600653886795044, -0.6545817852020264]",0.0
58,11,"[-0.19818788766860962, 1.9189343452453613, 1.3253159523010254, 1.6247791051864624]",1.0
58,12,"[1.4983947277069092, 3.713082790374756, 0.7460604310035706, 0.17918024957180023]",0.0
58,13,"[-1.484894037246704, 0.8379564881324768, 1.9195713996887207, 0.8964154720306396]",1.0
58,14,"[0.33295950293540955, 2.3709006309509277, 1.9283130168914795, 0.7298233509063721]",0.0
58,15,"[0.24291324615478516, 1.1557602882385254, 0.03352409601211548, 1.9195935726165771]",0.0
58,16,"[-2.6895947456359863, 0.7785722017288208, 0.33299586176872253, -0.06943419575691223]",1.0
58,17,"[-0.8959120512008667, 0.6636350154876709, 0.6537723541259766, 0.9422284960746765]",1.0
58,18,"[-0.6523267030715942, 1.7711864709854126, 3.1619529724121094, 0.6533016562461853]",1.0
58,19,"[-1.6837866306304932, 1.2062790393829346, 0.05994993448257446, 1.0420743227005005]",1.0
59,0,"[-1.5409305095672607, 0.2509881556034088, 1.8149926662445068, -1.4621965885162354]",1.0
59,1,"[-1.7556792497634888, 1.3873040676116943, 1.459214210510254, -2.0788562297821045]",1.0
59,2,"[-0.18583714962005615, 2.0081851482391357, 1.4407999515533447, -0.6828362941741943]",0.0
59,3,"[2.6872329711914062, -0.9084787964820862, -2.4527151584625244, 3.4382996559143066]",0.0
59,4,"[1.5194333791732788, -1.2686376571655273, -3.7782726287841797, 1.7039036750793457]",0.0
59,5,"[1.7708051204681396, -2.5911097526550293, -3.724036693572998, 1.7843506336212158]",0.0
59,6,"[0.6711617708206177, 0.10126608610153198, -0.04663664102554321, -0.7816697359085083]",0.0
59,7,"[1.0200728178024292, -1.554157018661499, 0.13710764050483704, 0.4960259199142456]",0.0
