,input,target,trial_id,task_id
13142,[-0.6161616182705754],[-0.34969536],0,518
13143,[-0.5151515088246373],[-0.44276315],1,518
13144,[-0.3838383817294246],[-0.66293485],2,518
13145,[-0.9949495002218931],[0.22397415],3,518
13146,[-0.9883838334277841],[0.31863771],4,518
13147,[-0.979797981906939],[0.39309162],5,518
13148,[-0.9696969633700919],[0.45371859],6,518
13149,[-0.9565656487625073],[0.50158251],7,518
13150,[-0.9393939457208171],[0.50902788],8,518
13151,[-0.9191919276277563],[0.46967324],9,518
13152,[-0.893939390775955],[0.38351932],10,518
13153,[-0.8585858638582566],[0.23726955],11,518
13154,[-0.8181818181818181],[0.11761098],12,518
13155,[-0.7676767705765867],[0.08463865],13,518
13156,[-0.702020204656401],[-0.02172452],14,518
13157,[-0.6161616182705754],[-0.14085117],15,518
13158,[-0.5151515088246373],[-0.23391896],16,518
13159,[-0.3838383817294246],[-0.32007327],17,518
13160,[-0.21212123742872324],[-0.45302722],18,518
13161,[-0.010101018536847195],[-0.59980851],19,518
13162,[0.24242423609736463],[-0.78594409],20,518
13163,[-0.9949495002218931],[0.07230041],21,518
13164,[-0.9883838334277841],[0.2477998],22,518
13165,[-0.979797981906939],[0.34299449],23,518
13166,[-0.9696969633700919],[0.42489459],24,518
13167,[-0.9565656487625073],[0.4727577],0,519
13168,[-0.9393939457208171],[0.45414462],1,519
13169,[-0.9191919276277563],[0.34778145],2,519
13170,[-0.893939390775955],[0.22120901],3,519
13171,[-0.8585858638582566],[0.05475039],4,519
13172,[-0.8181818181818181],[-0.0649082],5,519
13173,[-0.7676767705765867],[-0.10373053],6,519
13174,[-0.702020204656401],[-0.18297137],7,519
13175,[-0.6161616182705754],[-0.3361342],8,519
13176,[-0.5151515088246373],[-0.44941085],9,519
13177,[-0.893939390775955],[0.31698878],10,519
13178,[-0.8585858638582566],[0.36963884],11,519
13179,[-0.8181818181818181],[0.32230726],12,519
13180,[-0.7676767705765867],[0.32815727],13,519
13181,[-0.702020204656401],[0.30050261],14,519
13182,[-0.6161616182705754],[0.19360751],15,519
13183,[-0.5151515088246373],[0.11277168],16,519
13184,[-0.3838383817294246],[-0.00741882],17,519
13185,[-0.21212123742872324],[-0.22120862],18,519
13186,[-0.010101018536847195],[-0.21535863],19,519
13187,[0.24242423609736463],[-0.24248135],20,519
13188,[0.5959595622162477],[-0.38288069],21,519
13189,[0.9999999999999998],[-0.41000342],22,519
13190,[-0.9883838334277841],[-0.14058541],23,519
13191,[-0.979797981906939],[-0.02784029],24,519
13192,[-0.9696969633700919],[0.08490441],0,520
13193,[-0.9565656487625073],[0.21147685],1,520
13194,[-0.9393939457208171],[0.28433537],2,520
13195,[-0.9191919276277563],[0.32475308],3,520
13196,[-0.893939390775955],[0.30454463],4,520
13197,[-0.8585858638582566],[0.24498111],5,520
13198,[-0.8181818181818181],[0.23168571],6,520
13199,[-0.7676767705765867],[0.23168571],7,520
13200,[-0.702020204656401],[0.15829527],8,520
13201,[-0.6161616182705754],[0.06522749],9,520
13202,[-0.5151515088246373],[0.0120459],10,520
13203,[-0.3838383817294246],[-0.20068045],11,520
13204,[-0.9883838334277841],[-0.06001533],12,520
13205,[-0.979797981906939],[0.07347057],13,520
13206,[-0.9696969633700919],[0.213338],14,520
13207,[-0.9565656487625073],[0.3468239],15,520
13208,[-0.9393939457208171],[0.42659628],16,520
13209,[-0.9191919276277563],[0.43882782],17,520
13210,[-0.893939390775955],[0.38351932],18,520
13211,[-0.8585858638582566],[0.26120151],19,520
13212,[-0.8181818181818181],[0.16600642],20,520
13213,[-0.7676767705765867],[0.15111564],21,520
13214,[-0.702020204656401],[0.12984292],22,520
13215,[-0.6161616182705754],[0.06815208],23,520
13216,[-0.5151515088246373],[-0.0004518],24,520
13217,[-0.3838383817294246],[-0.25093743],0,521
13218,[-0.9883838334277841],[-0.0844788],1,521
13219,[-0.979797981906939],[0.07719327],2,521
13220,[-0.9696969633700919],[0.23886533],3,521
13221,[-0.9565656487625073],[0.38724162],4,521
13222,[-0.9393939457208171],[0.45425092],5,521
13223,[-0.9191919276277563],[0.44733705],6,521
13224,[-0.893939390775955],[0.35214157],7,521
13225,[-0.8585858638582566],[0.18302451],8,521
13226,[-0.8181818181818181],[0.06762056],9,521
13227,[-0.7676767705765867],[0.06708863],10,521
13228,[-0.702020204656401],[0.06708863],11,521
13229,[-0.6161616182705754],[-0.0078972],12,521
13230,[-0.5151515088246373],[-0.08926536],13,521
13231,[-0.3838383817294246],[-0.28550515],14,521
13232,[-0.979797981906939],[0.15595494],15,521
13233,[-0.9696969633700919],[0.22881386],16,521
13234,[-0.9565656487625073],[0.27508199],17,521
13235,[-0.9393939457208171],[0.32081818],18,521
13236,[-0.9191919276277563],[0.36017203],19,521
13237,[-0.893939390775955],[0.35272664],20,521
13238,[-0.8585858638582566],[0.29848161],21,521
13239,[-0.8181818181818181],[0.2506185],22,521
13240,[-0.7676767705765867],[0.2564681],23,521
13241,[-0.702020204656401],[0.20913652],24,521
13242,[-0.6161616182705754],[0.10117797],0,522
13243,[-0.5151515088246373],[0.03363753],1,522
13244,[-0.3838383817294246],[-0.07432103],2,522
13245,[-0.21212123742872324],[-0.32906087],3,522
13246,[-0.010101018536847195],[-0.4838195],4,522
13247,[-0.979797981906939],[0.00577027],5,522
13248,[-0.9696969633700919],[0.13340616],6,522
13249,[-0.9565656487625073],[0.24774665],7,522
13250,[-0.9393939457208171],[0.33549635],8,522
13251,[-0.9191919276277563],[0.36261867],9,522
13252,[-0.893939390775955],[0.3498548],10,522
13253,[-0.8585858638582566],[0.2429601],11,522
13254,[-0.8181818181818181],[0.12915153],12,522
13255,[-0.7676767705765867],[0.08926534],13,522
13256,[-0.702020204656401],[0.08288341],14,522
13257,[-0.6161616182705754],[0.00257951],15,522
13258,[-0.5151515088246373],[-0.09102019],16,522
13259,[-0.3838383817294246],[-0.18461992],17,522
13260,[-0.9883838334277841],[-0.10883599],18,522
13261,[-0.979797981906939],[-0.00194088],19,522
13262,[-0.9696969633700919],[0.1581354],20,522
13263,[-0.9565656487625073],[0.2783259],21,522
13264,[-0.9393939457208171],[0.36448021],22,522
13265,[-0.9191919276277563],[0.37033023],23,522
13266,[-0.893939390775955],[0.32299864],24,522
13267,[-0.8585858638582566],[0.1942989],0,523
13268,[-0.8181818181818181],[0.03262682],1,523
13269,[-0.7676767705765867],[-0.04182707],2,523
13270,[-0.702020204656401],[-0.02959553],3,523
13271,[-0.6161616182705754],[-0.10404984],4,523
13272,[-0.5151515088246373],[-0.17850374],5,523
13273,[-0.3838383817294246],[-0.30667156],6,523
13274,[-0.9883838334277841],[-0.10830406],7,523
13275,[-0.979797981906939],[0.06559955],8,523
13276,[-0.9696969633700919],[0.23897164],9,523
13277,[-0.9565656487625073],[0.36554408],10,523
13278,[-0.9393939457208171],[0.43202106],11,523
13279,[-0.9191919276277563],[0.43202106],12,523
13280,[-0.893939390775955],[0.34533481],13,523
13281,[-0.8585858638582566],[0.19217158],14,523
13282,[-0.8181818181818181],[0.0453907],15,523
13283,[-0.7676767705765867],[-0.04129555],16,523
13284,[-0.702020204656401],[-0.03491362],17,523
13285,[-0.6161616182705754],[-0.08809519],18,523
13286,[-0.5151515088246373],[-0.20828569],19,523
13287,[-0.3838383817294246],[-0.37474393],20,523
13288,[-0.9696969633700919],[0.24327942],21,523
13289,[-0.9565656487625073],[0.36453296],22,523
13290,[-0.9393939457208171],[0.45228308],23,523
13291,[-0.9191919276277563],[0.5065277],24,523
13292,[-0.893939390775955],[0.50706003],0,524
13293,[-0.8585858638582566],[0.38740147],1,524
13294,[-0.8181818181818181],[0.21456131],2,524
13295,[-0.7676767705765867],[0.11457967],3,524
13296,[-0.702020204656401],[0.10234813],4,524
13297,[-0.6161616182705754],[-0.02422431],5,524
13298,[-0.5151515088246373],[-0.05666511],6,524
13299,[-0.3838383817294246],[-0.18961908],7,524
13300,[-0.21212123742872324],[-0.49647665],8,524
13301,[-0.010101018536847195],[-0.48264931],9,524
13302,[0.24242423609736463],[-0.42149042],10,524
13303,[0.5959595622162477],[-0.50073126],11,524
13304,[0.9999999999999998],[-0.66718954],12,524
13305,[-0.979797981906939],[0.05799471],13,524
13306,[-0.9696969633700919],[0.27284836],14,524
13307,[-0.9565656487625073],[0.41377964],15,524
13308,[-0.9393939457208171],[0.51482434],16,524
13309,[-0.9191919276277563],[0.5291836],17,524
13310,[-0.893939390775955],[0.48291588],18,524
13311,[-0.8585858638582566],[0.32337112],19,524
13312,[-0.8181818181818181],[0.11011244],20,524
13313,[-0.7676767705765867],[0.01066313],21,524
13314,[-0.702020204656401],[0.01119465],22,524
13315,[-0.6161616182705754],[-0.0813412],23,524
13316,[-0.5151515088246373],[-0.11431393],24,524
13317,[-0.3838383817294246],[-0.26747674],0,525
13318,[-0.21212123742872324],[-0.51370733],1,525
13319,[-0.9883838334277841],[0.00241964],2,525
13320,[-0.979797981906939],[0.09016934],3,525
13321,[-0.9696969633700919],[0.25822335],4,525
13322,[-0.9565656487625073],[0.39330422],5,525
13323,[-0.9393939457208171],[0.4406358],6,525
13324,[-0.9191919276277563],[0.41404501],7,525
13325,[-0.893939390775955],[0.32735957],8,525
13326,[-0.8585858638582566],[0.16675095],9,525
13327,[-0.8181818181818181],[-0.02789384],10,525
13328,[-0.7676767705765867],[-0.13478855],11,525
13329,[-0.702020204656401],[-0.09383889],12,525
13330,[-0.6161616182705754],[-0.16084782],13,525
13331,[-0.5151515088246373],[-0.2411517],14,525
13332,[-0.3838383817294246],[-0.4219692],15,525
13333,[-0.21212123742872324],[-0.48153274],16,525
13334,[-0.9949495002218931],[-0.10607043],17,525
13335,[-0.9883838334277841],[0.07581049],18,525
13336,[-0.979797981906939],[0.21089177],19,525
13337,[-0.9696969633700919],[0.35926803],20,525
13338,[-0.9565656487625073],[0.43425427],21,525
13339,[-0.9393939457208171],[0.46190893],22,525
13340,[-0.9191919276277563],[0.40872734],23,525
13341,[-0.893939390775955],[0.31565956],24,525
13342,[-0.8585858638582566],[0.1619644],0,526
13343,[-0.8181818181818181],[-0.00502574],1,526
13344,[-0.7676767705765867],[-0.105007],2,526
13345,[-0.702020204656401],[-0.10394354],3,526
13346,[-0.6161616182705754],[-0.17680205],4,526
13347,[-0.5151515088246373],[-0.3304968],5,526
13348,[-0.3838383817294246],[-0.50440082],6,526
13349,[-0.979797981906939],[0.29337613],7,526
13350,[-0.9696969633700919],[0.40931242],8,526
13351,[-0.9565656487625073],[0.51142096],9,526
13352,[-0.9393939457208171],[0.60076566],10,526
13353,[-0.9191919276277563],[0.62842031],11,526
13354,[-0.893939390775955],[0.59544797],12,526
13355,[-0.8585858638582566],[0.44015784],13,526
13356,[-0.8181818181818181],[0.1971176],14,526
13357,[-0.7676767705765867],[0.0827771],15,526
13358,[-0.702020204656401],[0.04980478],16,526
13359,[-0.6161616182705754],[-0.0985719],17,526
13360,[-0.5151515088246373],[-0.21982585],18,526
13361,[-0.3838383817294246],[-0.27992129],19,526
13362,[-0.21212123742872324],[-0.38734794],20,526
13363,[-0.010101018536847195],[-0.57614273],21,526
13364,[-0.9949495002218931],[0.25673427],22,526
13365,[-0.9883838334277841],[0.39926053],23,526
13366,[-0.979797981906939],[0.48062831],24,526
13367,[-0.9696969633700919],[0.53540609],0,527
13368,[-0.9565656487625073],[0.52264223],1,527
13369,[-0.9393939457208171],[0.38862439],2,527
13370,[-0.9191919276277563],[0.18068459],3,527
13371,[-0.893939390775955],[0.18812997],4,527
13372,[-0.8585858638582566],[0.04773062],5,527
13373,[-0.8181818181818181],[-0.22721808],6,527
13374,[-0.7676767705765867],[-0.32081778],7,527
13375,[-0.702020204656401],[-0.19903192],8,527
13376,[-0.6161616182705754],[-0.33943125],9,527
13377,[-0.5151515088246373],[-0.36549055],10,527
13378,[-0.3838383817294246],[-0.51280336],11,527
13379,[-1.0],[0.8814581],12,527
13380,[-0.9949495002218931],[0.94314886],13,527
13381,[-0.9883838334277841],[0.93729886],14,527
13382,[-0.979797981906939],[0.917622],15,527
13383,[-0.9696969633700919],[0.77722262],16,527
13384,[-0.9565656487625073],[0.61608247],17,527
13385,[-0.9393939457208171],[0.45547384],18,527
13386,[-0.9191919276277563],[0.24753364],19,527
13387,[-0.893939390775955],[0.27518829],20,527
13388,[-0.8585858638582566],[0.18850204],21,527
13389,[-0.8181818181818181],[0.02789383],22,527
13390,[-0.7676767705765867],[-0.0050789],23,527
13391,[-0.702020204656401],[-0.09176475],24,527
13392,[-0.6161616182705754],[-0.15824172],0,528
13393,[-0.5151515088246373],[-0.36618192],1,528
13394,[-0.3838383817294246],[-0.33852728],2,528
13395,[-1.0],[0.69404605],3,528
13396,[-0.9949495002218931],[0.75520533],4,528
13397,[-0.9883838334277841],[0.74988686],5,528
13398,[-0.979797981906939],[0.73074147],6,528
13399,[-0.9696969633700919],[0.5844921],7,528
13400,[-0.9565656487625073],[0.46536586],8,528
13401,[-0.9393939457208171],[0.33294342],9,528
13402,[-0.9191919276277563],[0.16010326],10,528
13403,[-0.893939390775955],[0.18828943],11,528
13404,[-0.8585858638582566],[0.06224892],12,528
13405,[-0.8181818181818181],[-0.09729583],13,528
13406,[-0.7676767705765867],[-0.16962243],14,528
13407,[-0.702020204656401],[-0.26854021],15,528
13408,[-0.6161616182705754],[-0.26056331],16,528
13409,[-0.5151515088246373],[-0.48073504],17,528
13410,[-0.3838383817294246],[-0.5663574],18,528
13411,[-1.0],[0.46829045],19,528
13412,[-0.9949495002218931],[0.51615439],20,528
13413,[-0.9883838334277841],[0.52998129],21,528
13414,[-0.979797981906939],[0.5241313],22,528
13415,[-0.9696969633700919],[0.43159503],23,528
13416,[-0.9565656487625073],[0.35873651],24,528
13417,[-0.9393939457208171],[0.21886909],0,529
13418,[-0.9191919276277563],[0.0189062],1,529
13419,[-0.893939390775955],[0.05347432],2,529
13420,[-0.8585858638582566],[-0.05980271],3,529
13421,[-0.8181818181818181],[-0.23264288],4,529
13422,[-0.7676767705765867],[-0.29911985],5,529
13423,[-0.702020204656401],[-0.41877842],6,529
13424,[-0.6161616182705754],[-0.43100997],7,529
13425,[-0.5151515088246373],[-0.54375506],8,529
13426,[-0.3838383817294246],[-0.60331865],9,529
13427,[-1.0],[0.34544113],10,529
13428,[-0.9949495002218931],[0.42042736],11,529
13429,[-0.9883838334277841],[0.42840427],12,529
13430,[-0.979797981906939],[0.42999966],13,529
13431,[-0.9696969633700919],[0.3183188],14,529
13432,[-0.9565656487625073],[0.21301908],15,529
13433,[-0.9393939457208171],[0.05453778],16,529
13434,[-0.9191919276277563],[-0.16403858],17,529
13435,[-0.893939390775955],[-0.08905235],18,529
13436,[-0.8585858638582566],[-0.16722934],19,529
13437,[-0.8181818181818181],[-0.36559683],20,529
13438,[-0.7676767705765867],[-0.39750573],21,529
13439,[-0.702020204656401],[-0.47621465],22,529
13440,[-0.6161616182705754],[-0.5075916],23,529
13441,[-0.5151515088246373],[-0.59321395],24,529
13442,[-0.3838383817294246],[-0.61129551],0,530
13443,[-0.9393939457208171],[0.19323544],1,530
13444,[-0.9191919276277563],[0.2724759],2,530
13445,[-0.893939390775955],[0.35863021],3,530
13446,[-0.8585858638582566],[0.39798487],4,530
13447,[-0.8181818181818181],[0.34373944],5,530
13448,[-0.7676767705765867],[0.31608478],6,530
13449,[-0.702020204656401],[0.38256177],7,530
13450,[-0.6161616182705754],[0.3549071],8,530
13451,[-0.5151515088246373],[0.22727163],9,530
13452,[-0.3838383817294246],[0.17249466],10,530
13453,[-0.21212123742872324],[0.01826797],11,530
13454,[-0.010101018536847195],[-0.10298597],12,530
13455,[0.24242423609736463],[-0.27103997],13,530
13456,[0.5959595622162477],[-0.47259824],14,530
13457,[-0.9696969633700919],[-0.08564897],15,530
13458,[-0.9565656487625073],[0.07442772],16,530
13459,[-0.9393939457208171],[0.24088594],17,530
13460,[-0.9191919276277563],[0.34033525],18,530
13461,[-0.893939390775955],[0.41319457],19,530
13462,[-0.8585858638582566],[0.42542611],20,530
13463,[-0.8181818181818181],[0.39830379],21,530
13464,[-0.7676767705765867],[0.29672677],22,530
13465,[-0.702020204656401],[0.29619483],23,530
13466,[-0.6161616182705754],[0.2685406],24,530
13467,[-0.5151515088246373],[0.16058203],0,531
13468,[-0.3838383817294246],[0.05953694],1,531
13469,[-0.21212123742872324],[-0.01491737],2,531
13470,[-0.010101018536847195],[-0.15584866],3,531
13471,[0.24242423609736463],[-0.27072066],4,531
13472,[0.5959595622162477],[-0.49886974],5,531
13473,[-0.9696969633700919],[-0.14202132],6,531
13474,[-0.9565656487625073],[0.1180366],7,531
13475,[-0.9393939457208171],[0.30417216],8,531
13476,[-0.9191919276277563],[0.4174492],9,531
13477,[-0.893939390775955],[0.47009846],10,531
13478,[-0.8585858638582566],[0.46956692],11,531
13479,[-0.8181818181818181],[0.39617608],12,531
13480,[-0.7676767705765867],[0.24886325],13,531
13481,[-0.702020204656401],[0.18185434],14,531
13482,[-0.6161616182705754],[0.16802742],15,531
13483,[-0.5151515088246373],[0.06751426],16,531
13484,[-0.3838383817294246],[-0.04629431],17,531
13485,[-0.21212123742872324],[-0.08671243],18,531
13486,[-0.010101018536847195],[-0.36006575],19,531
13487,[-0.9696969633700919],[-0.03012747],20,531
13488,[-0.9565656487625073],[0.20280815],21,531
13489,[-0.9393939457208171],[0.36873484],22,531
13490,[-0.9191919276277563],[0.46818415],23,531
13491,[-0.893939390775955],[0.49371109],24,531
13492,[-0.8585858638582566],[0.45914337],0,532
13493,[-0.8181818181818181],[0.35756634],1,532
13494,[-0.7676767705765867],[0.19589428],2,532
13495,[-0.702020204656401],[0.10761306],3,532
13496,[-0.6161616182705754],[0.08634034],4,532
13497,[-0.5151515088246373],[0.01135452],5,532
13498,[-0.3838383817294246],[-0.1301087],6,532
13499,[-0.21212123742872324],[-0.22477186],7,532
13500,[-0.9565656487625073],[0.27763451],8,532
13501,[-0.9393939457208171],[0.27710259],9,532
13502,[-0.9191919276277563],[0.35049343],10,532
13503,[-0.893939390775955],[0.42335194],11,532
13504,[-0.8585858638582566],[0.44994274],12,532
13505,[-0.8181818181818181],[0.42175657],13,532
13506,[-0.7676767705765867],[0.32709342],14,532
13507,[-0.702020204656401],[0.25902104],15,532
13508,[-0.6161616182705754],[0.23136639],16,532
13509,[-0.5151515088246373],[0.11596244],17,532
13510,[-0.3838383817294246],[-0.0127369],18,532
13511,[-0.21212123742872324],[-0.08772314],19,532
13512,[-0.010101018536847195],[-0.29034486],20,532
13513,[0.24242423609736463],[-0.48658504],21,532
13514,[0.5959595622162477],[-0.62857977],22,532
13515,[-0.9696969633700919],[-0.06246156],23,532
13516,[-0.9565656487625073],[0.19280982],24,532
13517,[-0.9393939457208171],[0.35341804],0,533
13518,[-0.9191919276277563],[0.44701815],1,533
13519,[-0.893939390775955],[0.45978121],2,533
13520,[-0.8585858638582566],[0.41829964],3,533
13521,[-0.8181818181818181],[0.31672342],4,533
13522,[-0.7676767705765867],[0.18110981],5,533
13523,[-0.702020204656401],[0.03911506],6,533
13524,[-0.6161616182705754],[-0.0156619],7,533
13525,[-0.5151515088246373],[-0.03640269],8,533
13526,[-0.3838383817294246],[-0.15818858],9,533
13527,[-0.21212123742872324],[-0.29380177],10,533
13528,[-0.010101018536847195],[-0.51025081],11,533
13529,[0.24242423609736463],[-0.71978599],12,533
13530,[-0.979797981906939],[0.10303952],13,533
13531,[-0.9696969633700919],[0.21844347],14,533
13532,[-0.9565656487625073],[0.36096972],15,533
13533,[-0.9393939457208171],[0.48381987],16,533
13534,[-0.9191919276277563],[0.58592842],17,533
13535,[-0.893939390775955],[0.63432305],18,533
13536,[-0.8585858638582566],[0.58805533],19,533
13537,[-0.8181818181818181],[0.47477829],20,533
13538,[-0.7676767705765867],[0.28757969],21,533
13539,[-0.702020204656401],[0.05996215],22,533
13540,[-0.6161616182705754],[-0.04001908],23,533
13541,[-0.5151515088246373],[-0.112878],24,533
13542,[-0.3838383817294246],[-0.30699048],0,534
13543,[-0.979797981906939],[0.24588511],1,534
13544,[-0.9696969633700919],[0.38203025],2,534
13545,[-0.9565656487625073],[0.51179346],3,534
13546,[-0.9393939457208171],[0.58039734],4,534
13547,[-0.9191919276277563],[0.52881115],5,534
13548,[-0.893939390775955],[0.45701567],6,534
13549,[-0.8585858638582566],[0.44584798],7,534
13550,[-0.8181818181818181],[0.3469302],8,534
13551,[-0.7676767705765867],[0.1006996],9,534
13552,[-0.702020204656401],[-0.03172285],10,534
13553,[-0.6161616182705754],[-0.1301087],11,534
13554,[-0.5151515088246373],[-0.18222644],12,534
13555,[-0.3838383817294246],[-0.26040341],13,534
13556,[-0.21212123742872324],[-0.38591201],14,534
13557,[-0.9883838334277841],[0.16824003],15,534
13558,[-0.979797981906939],[0.29002592],16,534
13559,[-0.9696969633700919],[0.41234332],17,534
13560,[-0.9565656487625073],[0.54104266],18,534
13561,[-0.9393939457208171],[0.56231579],19,534
13562,[-0.9191919276277563],[0.44265722],20,534
13563,[-0.893939390775955],[0.26237126],21,534
13564,[-0.8585858638582566],[0.217167],22,534
13565,[-0.8181818181818181],[0.13101308],23,534
13566,[-0.7676767705765867],[-0.08969058],24,534
13567,[-0.702020204656401],[-0.16201758],0,535
13568,[-0.6161616182705754],[-0.26838075],1,535
13569,[-0.5151515088246373],[-0.27369884],2,535
13570,[-0.3838383817294246],[-0.29284422],3,535
13571,[-0.9883838334277841],[0.18919343],4,535
13572,[-0.979797981906939],[0.29768391],5,535
13573,[-0.9696969633700919],[0.39872901],6,535
13574,[-0.9565656487625073],[0.49392369],7,535
13575,[-0.9393939457208171],[0.49498756],8,535
13576,[-0.9191919276277563],[0.32214739],9,535
13577,[-0.893939390775955],[0.09612565],10,535
13578,[-0.8585858638582566],[0.08389411],11,535
13579,[-0.8181818181818181],[0.03124446],12,535
13580,[-0.7676767705765867],[-0.16127304],13,535
13581,[-0.702020204656401],[-0.20700922],14,535
13582,[-0.6161616182705754],[-0.31922239],15,535
13583,[-0.5151515088246373],[-0.3452813],16,535
13584,[-0.3838383817294246],[-0.35059934],17,535
13585,[-0.9883838334277841],[0.34724912],18,535
13586,[-0.979797981906939],[0.42223535],19,535
13587,[-0.9696969633700919],[0.52434389],20,535
13588,[-0.9565656487625073],[0.67378401],21,535
13589,[-0.9393939457208171],[0.73600637],22,535
13590,[-0.9191919276277563],[0.64293863],23,535
13591,[-0.893939390775955],[0.54933932],24,535
13592,[-0.8585858638582566],[0.4631854],0,536
13593,[-0.8181818181818181],[0.34352682],1,536
13594,[-0.7676767705765867],[0.11537736],2,536
13595,[-0.702020204656401],[-0.28720722],3,536
13596,[-0.6161616182705754],[-0.15106209],4,536
13597,[-0.5151515088246373],[-0.20424368],5,536
13598,[-0.3838383817294246],[-0.29677995],6,536
13599,[-0.21212123742872324],[-0.47068353],7,536
13600,[-0.010101018536847195],[-0.63129173],8,536
13601,[-0.9949495002218931],[0.28210175],9,536
13602,[-0.9883838334277841],[0.44536921],10,536
13603,[-0.979797981906939],[0.52833237],11,536
13604,[-0.9696969633700919],[0.55705088],12,536
13605,[-0.9565656487625073],[0.58576857],13,536
13606,[-0.9393939457208171],[0.54109624],14,536
13607,[-0.9191919276277563],[0.32730602],15,536
13608,[-0.893939390775955],[0.01300305],16,536
13609,[-0.8585858638582566],[-0.11303746],17,536
13610,[-0.8181818181818181],[-0.10399668],18,536
13611,[-0.7676767705765867],[-0.25024606],19,536
13612,[-0.702020204656401],[-0.55125363],20,536
13613,[-0.6161616182705754],[-0.42149042],21,536
13614,[-0.5151515088246373],[-0.47307662],22,536
13615,[-0.3838383817294246],[-0.50498547],23,536
13616,[-0.21212123742872324],[-0.56348558],24,536
13617,[-0.010101018536847195],[-0.60177635],0,537
13618,[-1.0],[0.64538525],1,537
13619,[-0.9949495002218931],[0.69909835],2,537
13620,[-0.9883838334277841],[0.70601222],3,537
13621,[-0.979797981906939],[0.68580297],4,537
13622,[-0.9696969633700919],[0.48371357],5,537
13623,[-0.9565656487625073],[0.40979119],6,537
13624,[-0.9393939457208171],[0.35607727],7,537
13625,[-0.9191919276277563],[0.22152793],8,537
13626,[-0.893939390775955],[0.0263516],9,537
13627,[-0.8585858638582566],[-0.02097999],10,537
13628,[-0.8181818181818181],[-0.07469351],11,537
13629,[-0.7676767705765867],[-0.13532048],12,537
13630,[-0.702020204656401],[-0.28369716],13,537
13631,[-0.6161616182705754],[-0.37782839],14,537
13632,[-0.5151515088246373],[-0.40495112],15,537
13633,[-0.3838383817294246],[-0.53950045],16,537
13634,[-1.0],[0.51966405],17,537
13635,[-0.9949495002218931],[0.58773641],18,537
13636,[-0.9883838334277841],[0.54093638],19,537
13637,[-0.979797981906939],[0.50105018],20,537
13638,[-0.9696969633700919],[0.29949232],21,537
13639,[-0.9565656487625073],[0.27290152],22,537
13640,[-0.9393939457208171],[0.23301533],23,537
13641,[-0.9191919276277563],[0.13197023],24,537
13642,[-0.893939390775955],[-0.02916991],0,538
13643,[-0.8585858638582566],[-0.12276961],1,538
13644,[-0.8181818181818181],[-0.14244695],2,538
13645,[-0.7676767705765867],[-0.20307393],3,538
13646,[-0.702020204656401],[-0.37750947],4,538
13647,[-0.6161616182705754],[-0.49131803],5,538
13648,[-0.5151515088246373],[-0.53811766],6,538
13649,[-0.3838383817294246],[-0.61842198],7,538
13650,[-1.0],[0.27290152],8,538
13651,[-0.9949495002218931],[0.32714697],9,538
13652,[-0.9883838334277841],[0.34097388],10,538
13653,[-0.979797981906939],[0.32767849],11,538
13654,[-0.9696969633700919],[0.24737418],12,538
13655,[-0.9565656487625073],[0.22769685],13,538
13656,[-0.9393939457208171],[0.22131532],14,538
13657,[-0.9191919276277563],[0.08782942],15,538
13658,[-0.893939390775955],[-0.08660613],16,538
13659,[-0.8585858638582566],[-0.19350124],17,538
13660,[-0.8181818181818181],[-0.22647357],18,538
13661,[-0.7676767705765867],[-0.3131598],19,538
13662,[-0.702020204656401],[-0.46047261],20,538
13663,[-0.6161616182705754],[-0.52748154],21,538
13664,[-0.5151515088246373],[-0.58757655],22,538
13665,[-0.3838383817294246],[-0.65405353],23,538
13666,[-1.0],[0.27205068],24,538
13667,[-0.9949495002218931],[0.33905959],0,539
13668,[-0.9883838334277841],[0.352355],1,539
13669,[-0.979797981906939],[0.35926803],2,539
13670,[-0.9696969633700919],[0.26566874],3,539
13671,[-0.9565656487625073],[0.2055737],4,539
13672,[-0.9393939457208171],[0.17845097],5,539
13673,[-0.9191919276277563],[-0.00183458],6,539
13674,[-0.893939390775955],[-0.18956551],7,539
13675,[-0.8585858638582566],[-0.26933791],8,539
13676,[-0.8181818181818181],[-0.28316521],9,539
13677,[-0.7676767705765867],[-0.39644225],10,539
13678,[-0.702020204656401],[-0.53045967],11,539
13679,[-0.6161616182705754],[-0.57034588],12,539
13680,[-0.5151515088246373],[-0.65065019],13,539
13681,[-0.3838383817294246],[-0.71765869],14,539
13682,[-1.0],[0.32815727],15,539
13683,[-0.9949495002218931],[0.40207965],16,539
13684,[-0.9883838334277841],[0.33507033],17,539
13685,[-0.979797981906939],[0.26114836],18,539
13686,[-0.9696969633700919],[-0.02762768],19,539
13687,[-0.9565656487625073],[0.05959009],20,539
13688,[-0.9393939457208171],[0.04629469],21,539
13689,[-0.9191919276277563],[-0.00741882],22,539
13690,[-0.893939390775955],[-0.107932],23,539
13691,[-0.8585858638582566],[-0.08772314],24,539
13692,[-0.8181818181818181],[-0.24886327],0,540
13693,[-0.7676767705765867],[-0.3695853],1,540
13694,[-0.702020204656401],[-0.47063039],2,540
13695,[-0.6161616182705754],[-0.75249293],3,540
13696,[-0.5151515088246373],[-0.75249293],4,540
13697,[-0.3838383817294246],[-0.79237918],5,540
13698,[-1.0],[-0.39532524],6,540
