,input,target,trial_id,task_id
25131,[-0.1375000125187785],[-0.99763073],8,987
25132,[-0.31505681619809756],[-0.99502193],9,987
25133,[0.05714282693882011],[-0.99478477],10,987
25134,[-0.10333337967599675],[-0.99833511],11,987
25135,[0.16171571695642678],[-0.99763073],12,987
25136,[0.032036513994227855],[-0.99549626],13,987
25137,[-0.06611111295028967],[-0.99795565],14,987
25138,[-0.3295601271229101],[-0.99739357],15,987
25139,[-0.03911950673564531],[-0.99668208],16,987
25140,[0.026082847217572147],[-0.99549626],17,987
25141,[-0.1789474122001728],[-0.99122731],18,987
25142,[-0.09685375902336166],[-0.99810743],19,987
25143,[0.21053681106484207],[-0.99122731],20,987
25144,[-0.19301077151868834],[-0.99620775],21,987
25145,[-0.28065272299150734],[-0.9952591],22,987
25146,[-0.31526960761335354],[-0.99620775],23,987
25147,[-0.19454546944153644],[-0.99502193],24,987
25148,[-0.19049205587525886],[-0.99691924],0,988
25149,[0.06399998787069461],[-0.99739357],1,988
25150,[-0.026290978865269515],[-0.99573342],2,988
25151,[0.0730159008795388],[-0.99241313],3,988
25152,[-0.43166667867542086],[-0.99810506],4,988
25153,[0.3285713939957546],[-0.99644491],5,988
25154,[-0.14065357454664146],[-0.99739357],6,988
25155,[-0.5158333755030706],[-0.9978679],7,988
25156,[-0.17747929331439638],[-0.99739357],8,988
25157,[-0.21247413376938],[-0.99739357],9,988
25158,[0.08046433763045507],[-0.99620775],10,988
25159,[-0.46428574707299136],[-0.99620775],11,988
25160,[-0.08340736683935254],[-0.99502193],12,988
25161,[-0.2692307981202581],[-0.99359895],13,988
25162,[0.10909088936434902],[-0.99774932],14,988
25163,[-0.13511153563989137],[-0.99668208],15,988
25164,[-0.29509380167734384],[-0.99769951],16,988
25165,[-0.10292067640824225],[-0.9979343],17,988
25166,[-0.33662868849465],[-0.99597059],18,988
25167,[-0.054761915227338635],[-0.99844421],19,988
25168,[-0.25887449949575747],[-0.99739357],20,988
25169,[0.28455981985644635],[-0.99336178],21,988
25170,[-0.12039127471808474],[-0.99597059],22,988
25171,[-0.4357143336035813],[-0.99829954],23,988
25172,[0.16988630640088764],[-0.98933],24,988
25173,[-0.18787880954428332],[-0.99573342],0,989
25174,[-0.21142002479886562],[-0.99873829],1,989
25175,[0.0007214293863414545],[-0.98387523],2,989
25176,[-0.17558278878269595],[-0.99715641],3,989
25177,[-0.12048264832617392],[-0.9952591],4,989
25178,[0.009242391621943818],[-0.98458672],5,989
25179,[0.013160797116808481],[-0.99265029],6,989
25180,[0.12718030176320877],[-0.99766156],7,989
25181,[-0.15645166795892915],[-0.9841124],8,989
25182,[0.13277480478425432],[-0.99027866],9,989
25183,[0.14388605530201015],[-0.99898731],10,989
25184,[0.04897960966392953],[-0.99644491],11,989
25185,[-0.03508617885400818],[-0.99644491],12,989
25186,[-0.664000046291661],[-0.99502193],13,989
25187,[0.2504545220735137],[-0.99644491],14,989
25188,[0.046084141381075555],[-0.99778252],15,989
25189,[-0.49651080778141676],[-0.99715641],16,989
25190,[-0.07006540561023215],[-0.98743269],17,989
25191,[0.18245610589373246],[-0.99796276],18,989
25192,[0.0423000762894363],[-0.98909284],19,989
25193,[-0.2699531594601112],[-0.99780861],20,989
25194,[-0.28333338294478894],[-0.97177988],21,989
25195,[-0.049862294827304685],[-0.99597059],22,989
25196,[-0.3239500729969975],[-0.99777303],23,989
25197,[-0.11798205491868509],[-0.99867425],24,989
25198,[0.09999998887219691],[-0.99383611],0,990
25199,[-0.07204737862480882],[-0.99644491],1,990
25200,[-0.226095399379497],[-0.99794853],2,990
25201,[-0.08953263998866742],[-0.99715641],3,990
25202,[-0.03717949944860342],[-0.98577254],4,990
25203,[0.03679654305893684],[-0.99691924],5,990
25204,[-0.14797457360970825],[-0.99502193],6,990
25205,[0.052438951550630164],[-0.99668208],7,990
25206,[-0.1110638632028282],[-0.99861971],8,990
25207,[-0.05151429370484318],[-0.99715641],9,990
25208,[-0.14520838257965787],[-0.99288746],10,990
25209,[-0.4781250063463252],[-0.99739357],11,990
25210,[0.11401506743490425],[-0.98458672],12,990
25211,[-0.05778673031176569],[-0.99715641],13,990
25212,[-0.11463430055525789],[-0.99822127],14,990
25213,[-0.4100045738052794],[-0.99824499],15,990
25214,[-0.25424619580053953],[-0.99502193],16,990
25215,[-0.43148151203142243],[-0.99573342],17,990
25216,[-0.06319448097686753],[-0.99620775],18,990
25217,[0.11062452319102331],[-0.99849638],19,990
25218,[-0.07306399733110769],[-0.99860548],20,990
25219,[-0.35624999600094576],[-0.99739357],21,990
25220,[0.18119045738581369],[-0.99888059],22,990
25221,[-0.17229440472637858],[-0.99715641],23,990
25222,[-0.0370975431785885],[-0.99739357],24,990
25223,[0.10681817467362642],[-0.99644491],0,991
25224,[0.058441497202512044],[-0.99763073],1,991
25225,[-0.26666667408520206],[-0.99874066],2,991
25226,[-0.23750003442664092],[-0.99668208],3,991
25227,[-0.07738253080683609],[-0.99739357],4,991
25228,[-0.15873017258471517],[-0.99879284],5,991
25229,[0.030110569468385084],[-0.99919127],6,991
25230,[-0.048629188188649294],[-0.99597059],7,991
25231,[-0.14944806166049243],[-0.99359895],8,991
25232,[0.0041178157268629695],[-0.99549626],9,991
25233,[-0.06363639038102681],[-0.94782634],10,991
25234,[-0.2653397531113268],[-0.99880944],11,991
25235,[-0.21333333231328472],[-0.99336178],12,991
25236,[-0.023937434594598392],[-0.99739357],13,991
25237,[-0.09523811502637608],[-0.99876438],14,991
25238,[-0.13386246060375173],[-0.99739357],15,991
25239,[-0.07916667582392131],[-0.99644491],16,991
25240,[-0.33108224367335015],[-0.9952591],17,991
25241,[0.1430941451926263],[-0.99549626],18,991
25242,[-0.29441990192009965],[-0.98695836],19,991
25243,[-0.17398699226581515],[-0.99715641],20,991
25244,[-0.003921597783386105],[-0.98909284],21,991
25245,[-0.3030303316928262],[-0.99805051],22,991
25246,[0.04757568429242989],[-0.99573342],23,991
25247,[-0.055772271066941256],[-0.9867212],24,991
25248,[-0.0877622621505108],[-0.99407328],0,992
25249,[-0.18199702142093754],[-0.99549626],1,992
25250,[0.057977286985402776],[-0.99836831],2,992
25251,[-0.09661796261386418],[-0.99739357],3,992
25252,[-0.2347446930046373],[-0.99122731],4,992
25253,[-0.22471591344561043],[-0.99715641],5,992
25254,[0.07222219641190111],[-0.99774457],6,992
25255,[-0.07037212959361623],[-0.99929088],7,992
25256,[-0.09047123366914908],[-0.99383611],8,992
25257,[0.6433332677720266],[-0.99691924],9,992
25258,[-0.06666668938593137],[-0.99644491],10,992
25259,[-0.10119047341680501],[-0.99549626],11,992
25260,[-0.12410714767587902],[-0.99763073],12,992
25261,[0.008818950893533406],[-0.99644491],13,992
25262,[-0.14825239312447538],[-0.99763073],14,992
25263,[-0.3112121463086893],[-0.99763073],15,992
25264,[0.31372543019321847],[-0.99241313],16,992
25265,[-0.04671719514597436],[-0.99715641],17,992
25266,[-0.12543180049050798],[-0.99407328],18,992
25267,[0.22653063557921982],[-0.99549626],19,992
25268,[-0.07126179049857537],[-0.99336178],20,992
25269,[-0.07757409941506979],[-0.99359895],21,992
25270,[-0.5457675832016798],[-0.99773509],22,992
25271,[-0.08392366212996333],[-0.99763073],23,992
25272,[-1.0],[-0.99407328],24,992
25273,[0.10243388979118373],[-0.99783232],0,993
25274,[-0.15833338642222738],[-0.9952591],1,993
25275,[0.009629583531674854],[-0.99795328],2,993
25276,[-0.24338843663796908],[-0.99027866],3,993
25277,[-0.32372483235199556],[-0.99784418],4,993
25278,[-0.08221861492846531],[-0.99812878],5,993
25279,[-0.21614750503943428],[-0.99852484],6,993
25280,[-0.43333334538845336],[-0.99870271],7,993
25281,[-0.16777779983246535],[-0.99668208],8,993
25282,[-0.21266439138330806],[-0.99739357],9,993
25283,[-0.45525497844697543],[-0.99879758],10,993
25284,[-0.1808895685441932],[-0.99573342],11,993
25285,[0.013405775702603262],[-0.99784655],12,993
25286,[0.13221390786774354],[-0.99763311],13,993
25287,[-0.06666668938593137],[-0.99502193],14,993
25288,[-0.35583337105194934],[-0.99804577],15,993
25289,[-0.3068627888183049],[-0.99431044],16,993
25290,[0.020745605095020464],[-0.99691924],17,993
25291,[-0.21581198786546452],[-0.99502193],18,993
25292,[-0.17852386019373112],[-0.9952591],19,993
25293,[0.21426017399043495],[-0.99383611],20,993
25294,[-0.09501978405162698],[-0.99739357],21,993
25295,[0.044191928008455145],[-0.99359895],22,993
25296,[-1.0],[-0.99597059],23,993
25297,[-0.1212454687933419],[-0.99288746],24,993
25298,[0.13146183529354688],[-0.99407328],0,994
25299,[-0.31428571508055736],[-0.99549626],1,994
25300,[-0.07728209542875689],[-0.97581166],2,994
25301,[-0.302020219273917],[-0.99857227],3,994
25302,[0.00023302315231246706],[-0.99644491],4,994
25303,[-0.2860883070741753],[-0.99715641],5,994
25304,[0.03088769350936668],[-0.99773271],6,994
25305,[-0.20258387449462734],[-0.99787027],7,994
25306,[0.030555584225103904],[-0.99715641],8,994
25307,[-0.1479517477035483],[-0.99597059],9,994
25308,[-0.17550268250995055],[-0.99763073],10,994
25309,[-0.2535714753678149],[-0.98055494],11,994
25310,[-0.12250282882665187],[-0.99644491],12,994
25311,[-0.18148150507654548],[-0.99838254],13,994
25312,[-0.018005696544975677],[-0.99573342],14,994
25313,[-0.09225591595047893],[-0.99912249],15,994
25314,[-0.0036796584788198333],[-0.99644491],16,994
25315,[-0.05548670729668688],[-0.98245225],17,994
25316,[0.06500754089488514],[-0.99359895],18,994
25317,[-0.22710438510833986],[-0.99911301],19,994
25318,[0.04794845178736029],[-0.99810743],20,994
25319,[-0.2581871350967322],[-0.99894699],21,994
25320,[-0.2759109296141693],[-0.99801731],22,994
25321,[0.031237092617734746],[-0.99768291],23,994
25322,[-0.33222224537423484],[-0.9952591],24,994
25323,[-0.22063722585648543],[-0.99715641],0,995
25324,[0.2706348486795429],[-0.99644491],1,995
25325,[0.17777772708445244],[-0.99779912],2,995
25326,[0.02389272864554412],[-0.99715641],3,995
25327,[-0.11488100416787692],[-0.99644491],4,995
25328,[-0.0019480888540613223],[-0.99739357],5,995
25329,[-0.10444142980279945],[-0.99878572],6,995
25330,[0.06547614659422876],[-0.99827108],7,995
25331,[-0.6182934851803673],[-0.99867425],8,995
25332,[-0.07716455800825009],[-0.98031777],9,995
25333,[-0.16388889692563557],[-0.98031777],10,995
25334,[0.3271604441985324],[-0.99824736],11,995
25335,[-0.2659184545128374],[-0.99862445],12,995
25336,[-0.10991528179186227],[-0.99868374],13,995
25337,[-0.21920635729166965],[-0.99827108],14,995
25338,[-0.04313727655753842],[-0.99816435],15,995
25339,[0.388888816249063],[-0.99877386],16,995
25340,[-0.05164608166822681],[-0.99265029],17,995
25341,[-0.32905986282367616],[-0.98885567],18,995
25342,[-0.07528694987723111],[-0.99597059],19,995
25343,[-0.1511111500893326],[-0.99549626],20,995
25344,[-0.23446210244428037],[-0.9979011],21,995
25345,[0.04285999952317365],[-0.99502193],22,995
25346,[-0.08644005310577123],[-0.99691924],23,995
25347,[-0.32121213267713045],[-0.99075298],24,995
25348,[-0.08004334154129364],[-0.90703415],0,996
25349,[-0.2046296237308636],[-0.99792482],1,996
25350,[-0.23846157398490997],[-0.99573342],2,996
25351,[-0.11287447342844399],[-0.99739357],3,996
25352,[-0.08476194388143168],[-0.99821178],4,996
25353,[-0.13933017274050444],[-0.98577254],5,996
25354,[-0.11587306389961508],[-0.99573342],6,996
25355,[-0.3701298995751933],[-0.99868611],7,996
25356,[-0.13005914789014486],[-0.96727377],8,996
25357,[-0.2628851683882815],[-0.99894225],9,996
25358,[-0.08179917673174139],[-0.98956716],10,996
25359,[-0.14165082044318755],[-0.99597059],11,996
25360,[-0.3208333422587587],[-0.99763073],12,996
25361,[-0.0077835574968996984],[-0.99549626],13,996
25362,[-0.4505411575847426],[-0.99786315],14,996
25363,[0.3400000094586327],[-0.99739357],15,996
25364,[0.17645688467303416],[-0.99763073],16,996
25365,[-0.1770996057168977],[-0.99620775],17,996
25366,[0.11983463027415098],[-0.97747181],18,996
25367,[-0.03270610868263807],[-0.99691924],19,996
25368,[-0.21817364847753987],[-0.99775169],20,996
25369,[-0.08253970421019595],[-0.99904186],21,996
25370,[-0.14075758473147454],[-0.99502193],22,996
25371,[-0.26989462721567425],[-0.99644491],23,996
25372,[-0.20740743636030257],[-0.9945476],24,996
25373,[-0.21491231889256993],[-0.99051582],0,997
25374,[-0.19604220069109776],[-0.99814064],1,997
25375,[-0.20026882546789143],[-0.99431044],2,997
25376,[-0.12349208704701738],[-0.9945476],3,997
25377,[-0.08567127143969484],[-0.98766985],4,997
25378,[-0.09497639083559757],[-0.99099015],5,997
25379,[0.1492784774183074],[-0.9989802],6,997
25380,[-0.4765625236900496],[-0.99146447],7,997
25381,[-0.37005576058687367],[-0.99407328],8,997
25382,[0.12685175337594598],[-0.99878098],9,997
25383,[-0.1735464008108385],[-0.9987288],10,997
25384,[0.003248066634620475],[-0.99841812],11,997
25385,[-0.06125542303052975],[-0.98814418],12,997
25386,[-0.23068788545840663],[-0.9919388],13,997
25387,[-0.2200000478495534],[-0.99888533],14,997
25388,[-0.20612289840657927],[-0.99715641],15,997
25389,[0.19560441205153323],[-0.99875252],16,997
25390,[-0.10849967135772189],[-0.99668208],17,997
25391,[-0.2892344847614334],[-0.9985035],18,997
25392,[0.2589742741605262],[-0.99763548],19,997
25393,[-0.04375001512685735],[-0.99905372],20,997
25394,[-0.12069585442596822],[-0.99763073],21,997
25395,[-0.10118552589121252],[-0.99359895],22,997
25396,[0.0249999450564721],[-0.99478477],23,997
25397,[-0.1025162590070177],[-0.99217597],24,997
25398,[-0.28730162708789925],[-0.99715641],0,998
25399,[-0.15150376680308703],[-0.99597059],1,998
25400,[-0.0544677656614857],[-0.99691924],2,998
25401,[-0.291904768038301],[-0.99885924],3,998
25402,[-0.06336167274138074],[-0.99691924],4,998
25403,[-0.04716345482566778],[-0.99502193],5,998
25404,[-0.1546666848791711],[-0.99620775],6,998
25405,[0.19166669981824686],[-0.99359895],7,998
25406,[-0.22492595768446996],[-0.99691924],8,998
25407,[-0.15268435368843133],[-0.9952591],9,998
25408,[0.227469043216743],[-0.9952591],10,998
25409,[-0.05109312722119642],[-0.98956716],11,998
25410,[-0.040070022813943756],[-0.99075298],12,998
25411,[0.6515150962976436],[-0.9807921],13,998
25412,[-0.15677579652188828],[-0.99668208],14,998
25413,[0.12572141895402603],[-0.99407328],15,998
25414,[-0.11549207095864826],[-0.99265029],16,998
25415,[-0.46076460414968573],[-0.99502193],17,998
25416,[-0.20631584060301117],[-0.99573342],18,998
25417,[-0.2827669638559774],[-0.99715641],19,998
25418,[-0.00025257331142748696],[-0.99597059],20,998
25419,[-0.04870131026265258],[-0.99359895],21,998
25420,[0.0017006134674404372],[-0.99715641],22,998
25421,[-0.16109802651471725],[-0.98648403],23,998
25422,[0.13577780937455655],[-0.99856516],24,998
25423,[-0.08044930814135948],[-0.97462584],0,999
25424,[-0.0661846051350527],[-0.99763073],1,999
25425,[-0.3568627484800186],[-0.99825922],2,999
25426,[-0.06666668938593137],[-0.99644491],3,999
25427,[0.0010549713752565498],[-0.99819281],4,999
25428,[-0.27211149424446374],[-0.97699748],5,999
25429,[-0.12307759637588593],[-0.99099015],6,999
25430,[-0.4609848511930354],[-0.99874066],7,999
25431,[-0.11372550852252011],[-0.99807897],8,999
25432,[-0.04603388544021267],[-0.99241313],9,999
25433,[-0.19339831812714398],[-0.99776829],10,999
25434,[-0.1357997311467126],[-0.99668208],11,999
25435,[0.08920832886018834],[-0.9982687],12,999
25436,[-0.3898268622329845],[-0.98861851],13,999
25437,[0.06393953608021857],[-0.99359895],14,999
25438,[-0.14935609036766512],[-0.97201704],15,999
25439,[-0.024396449518623742],[-0.9919388],16,999
25440,[0.0925925719855498],[-0.99217597],17,999
25441,[-1.0],[-0.98933],18,999
25442,[-0.048484888401627096],[-0.98980433],19,999
25443,[-0.2688889102789993],[-0.99644491],20,999
25444,[0.1484847868604236],[-0.98980433],21,999
25445,[-0.0407407581021743],[-0.99854619],22,999
25446,[-0.04215862800196482],[-0.99170164],23,999
25447,[-0.17603566950524868],[-0.99383611],24,999
25448,[-0.2017786736153862],[-0.99075298],0,1000
25449,[0.07663354967544511],[-0.99265029],1,1000
25450,[-0.24561408072147334],[-0.99620775],2,1000
25451,[-0.09465714807369797],[-0.99780149],3,1000
25452,[-0.11658200145758918],[-0.99027866],4,1000
25453,[-0.08932938718715258],[-0.9834009],5,1000
25454,[-0.14680137628112658],[-0.99781809],6,1000
25455,[-0.42274257004235716],[-0.99573342],7,1000
25456,[-0.14147731191168172],[-0.99502193],8,1000
25457,[-0.3358649873661878],[-0.99797225],9,1000
25458,[0.05714282693882011],[-0.99359895],10,1000
25459,[-0.03519818019246035],[-0.99359895],11,1000
25460,[0.011868692256960245],[-0.99407328],12,1000
25461,[0.2059883771765531],[-0.99739357],13,1000
25462,[-0.154450798543671],[-0.99715641],14,1000
25463,[-0.050627379976280515],[-0.99502193],15,1000
25464,[0.0396824831603651],[-0.99715641],16,1000
25465,[-0.18556704321946926],[-0.99779438],17,1000
25466,[-0.06240436174829914],[-0.99359895],18,1000
25467,[0.08543953667833798],[-0.9945476],19,1000
25468,[-0.379818627380477],[-0.99887584],20,1000
25469,[-0.14625259823770648],[-0.99864105],21,1000
25470,[-0.24472506662007082],[-0.98885567],22,1000
25471,[-0.21343799625655135],[-0.99739357],23,1000
25472,[-0.05000003616536014],[-0.99668208],24,1000
25473,[-0.4058823904156899],[-0.99715641],0,1001
25474,[-0.06423130360071505],[-0.99241313],1,1001
25475,[0.08055552997706367],[-0.99644491],2,1001
25476,[-0.10829349881192617],[-0.99872643],3,1001
25477,[-0.20418193134651785],[-0.99739357],4,1001
25478,[-0.19124641660397307],[-0.99843472],5,1001
25479,[0.05260202950542564],[-0.99873355],6,1001
25480,[-0.07376095250545128],[-0.99691924],7,1001
25481,[-0.045626371380024774],[-0.99715641],8,1001
25482,[-0.015289038148585024],[-0.99833037],9,1001
25483,[0.19218380882946112],[-0.99876675],10,1001
25484,[-0.06023952067655706],[-0.99691924],11,1001
25485,[-0.5111642884093999],[-0.99620775],12,1001
25486,[-0.0756640711251341],[-0.99099015],13,1001
25487,[-0.07993659113494103],[-0.99763073],14,1001
25488,[0.024539198368085435],[-0.98102927],15,1001
25489,[-0.08237012692288784],[-0.99668208],16,1001
25490,[-0.08764949055943609],[-0.99407328],17,1001
25491,[-0.031972793411583836],[-0.99739357],18,1001
25492,[-0.17156412525911435],[-0.99620775],19,1001
25493,[0.13774595609375057],[-0.99691924],20,1001
25494,[-0.16344036995605546],[-0.97438868],21,1001
25495,[0.033781617809537035],[-0.9952591],22,1001
25496,[0.18106051246482263],[-0.97676032],23,1001
25497,[-0.13755538551035956],[-0.99478477],24,1001
25498,[-0.20783021637540244],[-0.99312462],0,1002
25499,[-0.055925514825725095],[-0.99691924],1,1002
25500,[-1.0],[-0.98387523],2,1002
25501,[-0.10996946223938579],[-0.98838134],3,1002
25502,[-0.08335396381666843],[-0.99478477],4,1002
25503,[0.13606056685196039],[-0.92885323],5,1002
25504,[-0.049066691678258806],[-0.98529822],6,1002
25505,[0.0399999315640108],[-0.9867212],7,1002
25506,[-0.06370850897759162],[-0.98766985],8,1002
25507,[0.04765388492889017],[-0.99075298],9,1002
25508,[-0.0832697993732209],[-0.9945476],10,1002
25509,[0.02348205707121956],[-0.99359895],11,1002
25510,[-0.17978986340037453],[-0.99336178],12,1002
25511,[-0.18358977865658982],[-0.98506105],13,1002
25512,[0.12748726221240925],[-0.99691924],14,1002
25513,[-0.11131032839357169],[-0.99668208],15,1002
25514,[-0.1855716334382583],[-0.99431044],16,1002
25515,[-0.24070813833828905],[-0.99597059],17,1002
25516,[0.09012708201544212],[-0.98600971],18,1002
25517,[0.013056014940633603],[-0.99099015],19,1002
25518,[-0.0962921631417171],[-0.99265029],20,1002
25519,[-0.4444444289891623],[-0.99739357],21,1002
25520,[-0.279166660523192],[-0.99431044],22,1002
25521,[0.08386811005030076],[-0.99288746],23,1002
25522,[-0.07365950519277539],[-0.99668208],24,1002
25523,[-0.004201740227055564],[-0.98055494],0,1003
25524,[0.12703224634263194],[-0.99478477],1,1003
25525,[-0.06259259201559537],[-0.99359895],2,1003
25526,[0.0035812608796879086],[-0.98980433],3,1003
25527,[0.0074074029768932265],[-0.99644491],4,1003
25528,[-0.028069104436351855],[-0.98482389],5,1003
25529,[0.1515872183716469],[-0.99739357],6,1003
25530,[-0.17253490437141555],[-0.98600971],7,1003
25531,[0.02222225065994135],[-0.98909284],8,1003
25532,[-0.10060610900673533],[-0.99691924],9,1003
25533,[0.0033986258109004186],[-0.98553538],10,1003
25534,[0.16904757605985582],[-0.99668208],11,1003
25535,[-0.13383837934230175],[-0.99336178],12,1003
25536,[-0.24218257225233883],[-0.99478477],13,1003
25537,[-0.008509723154446175],[-0.99644491],14,1003
25538,[-0.006060625829316893],[-0.98506105],15,1003
25539,[-0.011513972667723027],[-0.98861851],16,1003
25540,[0.1774350185677132],[-0.99739357],17,1003
25541,[0.12264427537540412],[-0.99691924],18,1003
25542,[0.09740253706678179],[-0.99573342],19,1003
25543,[0.06687030731848628],[-0.98980433],20,1003
25544,[0.009523841582480458],[-0.99715641],21,1003
25545,[-0.32119658157226344],[-0.97984345],22,1003
25546,[-0.30591632743327013],[-0.99816198],23,1003
25547,[-0.22769423517760626],[-0.99715641],24,1003
25548,[-0.25769236515029115],[-0.99620775],0,1004
25549,[-0.1339456096351641],[-0.99824262],1,1004
25550,[-0.30013337506630433],[-0.99889007],2,1004
25551,[-0.1911111094728512],[-0.99902051],3,1004
25552,[-0.10020485085836672],[-0.99407328],4,1004
25553,[-0.051864826458154614],[-0.99715641],5,1004
25554,[0.08751282722730841],[-0.99763073],6,1004
25555,[0.3214285128088943],[-0.99573342],7,1004
25556,[-0.24577924513935473],[-0.99880232],8,1004
25557,[-0.204709138839068],[-0.9807921],9,1004
25558,[-0.07673927771488559],[-0.99359895],10,1004
25559,[0.035151450374212745],[-0.9952591],11,1004
25560,[-0.16056355117575113],[-0.99860311],12,1004
25561,[-0.00985988732709861],[-0.9986624],13,1004
25562,[-0.20115509239289747],[-0.99431044],14,1004
25563,[-0.3424242291889008],[-0.99668208],15,1004
25564,[0.0889863709171082],[-0.99739357],16,1004
25565,[-0.1661616220486736],[-0.99715641],17,1004
25566,[-0.11626603726815325],[-0.98980433],18,1004
25567,[-0.2414477755924936],[-0.9919388],19,1004
25568,[-0.24545457757343173],[-0.99288746],20,1004
25569,[-0.3542857440128455],[-0.9991557],21,1004
25570,[-0.09447601004217464],[-0.9841124],22,1004
25571,[-0.18663563919867687],[-0.99866002],23,1004
25572,[-0.02492246077233795],[-0.99668208],24,1004
25573,[-0.13772728572657],[-0.99792956],0,1005
25574,[-0.0357576304945649],[-0.9952591],1,1005
25575,[-0.6356060656430775],[-0.99336178],2,1005
25576,[-0.2760417091203947],[-0.99891142],3,1005
25577,[-0.271215998197741],[-0.99359895],4,1005
25578,[-0.02827176259588722],[-0.99597059],5,1005
25579,[-0.10723366902043811],[-0.99288746],6,1005
25580,[-0.173889957822566],[-0.99832799],7,1005
25581,[0.23333331200504404],[-0.99861971],8,1005
25582,[-0.3186274917550629],[-0.99691924],9,1005
25583,[-0.27523811481772975],[-0.99803391],10,1005
25584,[-0.1242727293863776],[-0.9952591],11,1005
25585,[-0.2705555769920318],[-0.98316374],12,1005
25586,[-0.031038370918554783],[-0.99930511],13,1005
25587,[-0.20346322131706507],[-0.99917467],14,1005
25588,[-0.2634451611707884],[-0.98956716],15,1005
25589,[-0.16845240550972027],[-0.99879995],16,1005
25590,[-0.09878113451513754],[-0.99871694],17,1005
25591,[-0.06373742040108551],[-0.99431044],18,1005
25592,[-0.19102468121695546],[-0.99837068],19,1005
25593,[-0.2609195393345446],[-0.99549626],20,1005
25594,[-0.09250107014691675],[-0.92837891],21,1005
25595,[-0.030060737775016333],[-0.9952591],22,1005
25596,[-0.12632640718234037],[-0.99691924],23,1005
25597,[-0.2785222077149671],[-0.9978513],24,1005
25598,[0.09812756907938491],[-0.99265029],0,1006
25599,[1.0],[-0.99809557],1,1006
25600,[0.013008095838426992],[-0.99715641],2,1006
25601,[0.2237373344388064],[-0.97936912],3,1006
25602,[-0.10761650935059558],[-0.99549626],4,1006
25603,[-0.13218697336802349],[-0.99867663],5,1006
25604,[0.03434344667955955],[-0.99288746],6,1006
25605,[-0.11689438931889191],[-0.99905134],7,1006
25606,[-0.09559884189058146],[-0.98956716],8,1006
25607,[-0.23704549148849638],[-0.99739357],9,1006
25608,[-0.06715830877311267],[-0.99431044],10,1006
25609,[0.138888809294186],[-0.99597059],11,1006
25610,[0.061313124167170885],[-0.9977422],12,1006
25611,[-0.06894048556002016],[-0.99832799],13,1006
25612,[-0.4666666518295958],[-0.99889007],14,1006
25613,[-0.2548713835996045],[-0.99549626],15,1006
25614,[-0.4400744016044734],[-0.99840626],16,1006
25615,[0.05227014277722539],[-0.99840863],17,1006
25616,[-0.40649350154380187],[-0.99715641],18,1006
25617,[-0.04203232743649715],[-0.99431044],19,1006
25618,[-0.08453628072765482],[-0.99863156],20,1006
25619,[0.12556813346598047],[-0.99644491],21,1006
25620,[-0.0700989628915307],[-0.99763073],22,1006
25621,[-0.1675000429115908],[-0.99715641],23,1006
25622,[-0.16352095611531062],[-0.96039601],24,1006
25623,[-0.027260808636866626],[-0.99715641],0,1007
25624,[0.25261899105933877],[-0.98980433],1,1007
25625,[-0.30286564020657764],[-0.99895648],2,1007
25626,[-0.11977460490456808],[-0.99502193],3,1007
25627,[0.20000000556390157],[-0.98861851],4,1007
25628,[-0.2011655177534501],[-0.99770425],5,1007
25629,[0.08881923131417216],[-0.9841124],6,1007
25630,[-0.09013214342714468],[-0.99763073],7,1007
25631,[-0.3074073974129916],[-0.99620775],8,1007
25632,[-0.4267489964599398],[-0.99863394],9,1007
25633,[-0.5589485216421444],[-0.99879284],10,1007
25634,[-0.20170756695341807],[-0.99715641],11,1007
25635,[-0.06293341228324185],[-0.99359895],12,1007
25636,[-0.09259262240840765],[-0.99812878],13,1007
25637,[-0.02727272929596418],[-0.99241313],14,1007
25638,[-0.08476701050929199],[-0.99265029],15,1007
25639,[0.08382115072111365],[-0.9729657],16,1007
25640,[-0.12584629116163942],[-0.98956716],17,1007
25641,[-0.22235157520590815],[-0.99644491],18,1007
25642,[0.06143924390583777],[-0.99817858],19,1007
25643,[0.03879627882925166],[-0.99668208],20,1007
25644,[-0.2576139836870301],[-0.99502193],21,1007
25645,[-0.2713805088571888],[-0.99804577],22,1007
25646,[-0.13400002806988337],[-0.99288746],23,1007
25647,[0.09999998887219691],[-0.99288746],24,1007
25648,[-0.11089381124516805],[-0.98814418],0,1008
25649,[0.24545452193441614],[-0.99502193],1,1008
25650,[-0.30826446080967174],[-0.99027866],2,1008
25651,[-0.47285357126950345],[-0.98506105],3,1008
25652,[-0.15604790605485744],[-0.99359895],4,1008
25653,[-0.2473684206133762],[-0.99874066],5,1008
25654,[-0.44210286101660434],[-0.99867663],6,1008
25655,[0.1570548644370685],[-0.99359895],7,1008
25656,[0.026362989661241593],[-0.99691924],8,1008
25657,[0.24791665965383242],[-0.99265029],9,1008
25658,[-0.22145261563046278],[-0.99644491],10,1008
25659,[0.0927909250762512],[-0.99739357],11,1008
25660,[-0.15171613744828735],[-0.99812878],12,1008
25661,[-0.14126988792271428],[-0.99288746],13,1008
25662,[-0.05378218866583731],[-0.99812403],14,1008
25663,[-0.05600049883159456],[-0.99889482],15,1008
25664,[0.16017315306774477],[-0.99549626],16,1008
25665,[0.05068918796776245],[-0.98577254],17,1008
25666,[-0.08518519682816436],[-0.99770425],18,1008
